,chemical_formula,smiles,casnum,molecular_weight,species,fish_LC50,units,source
1785,C6H5Cl2N,Nc1ccc(Cl)c(Cl)c1,95-76-1,162.0166015625,fish,2.023384483826556,log(mg/L),"NITE, VEGA, Literature set"
1786,C6H4Cl3N,Nc1ccc(Cl)c(Cl)c1Cl,634-67-3,196.46165466308597,fish,1.2919836816486494,log(mg/L),"VEGA, Literature set"
1787,C6H6ClN,Nc1ccc(Cl)cc1,106-47-8,127.57154083251952,fish,3.4781584227982836,log(mg/L),"NITE, VEGA, Literature set"
1788,C7H5ClN2,N#Cc1cc(Cl)ccc1N,5922-60-1,152.58099365234375,fish,3.353406717825807,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1789,C6H5Cl2N,Nc1ccc(Cl)cc1Cl,554-00-7,162.0166015625,fish,2.2512917986064953,log(mg/L),"NITE, VEGA, Literature set"
1790,C6H6ClNO,Nc1ccc(Cl)cc1O,28443-50-7,143.57093811035156,fish,1.0134174426048779,log(mg/L),ECHA
1791,C6H5ClN2O2,Nc1ccc(Cl)cc1[N+](=O)[O-],89-63-4,172.56910705566406,fish,2.833213344056216,log(mg/L),"NITE, VEGA, Literature set"
1792,C7H5F4N,Nc1ccc(F)c(C(F)(F)F)c1,2357-47-3,179.1149139404297,fish,3.4049724766089597,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1793,C7H5F4N,Nc1ccc(F)cc1C(F)(F)F,393-39-5,179.1149139404297,fish,3.3889703726471483,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1794,C6H5F2N,Nc1ccc(F)cc1F,367-25-9,129.10740661621094,fish,3.6888794541139363,log(mg/L),ECHA
1795,C6H8N2O3S,Nc1ccc(N)c(S(=O)(=O)O)c1,88-45-9,188.20431518554688,fish,4.605170185988092,log(mg/L),ECHA
1796,C6H8N2,Nc1ccc(N)cc1,106-50-3,108.14112091064452,fish,-2.718854802135085,log(mg/L),"ECHA(12), NITE, Literature set, ECHA"
1797,C6H6N2O3,Nc1ccc(O)c([N+](=O)[O-])c1,119-34-6,154.12344360351562,fish,3.582215795464994,log(mg/L),"NITE, VEGA, Literature set"
1798,C18H16N2O2,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,2479-46-1,292.33184814453125,fish,0.6418538861723947,log(mg/L),"NITE, VEGA, Literature set"
1799,C6H5N3O4,Nc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,610-41-3,183.12159729003903,fish,2.147756471288907,log(mg/L),"OASIS, Literature set"
1800,C12H12N2,Nc1ccc(-c2ccc(N)cc2)cc1,92-87-5,184.2370758056641,fish,2.0014800002101243,log(mg/L),ECOTOX
1801,C12H11N3,Nc1ccc(N=Nc2ccccc2)cc1,60-09-3,197.23583984375,fish,-1.0498221244986778,log(mg/L),"NITE, VEGA, Literature set"
1802,C10H9ClN4O2S,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,80-32-0,284.7220458984375,fish,6.283574302886914,log(mg/L),ECOTOX
1803,C6H7NO3S,Nc1ccc(S(=O)(=O)O)cc1,121-57-3,173.18968200683594,fish,4.609162207257629,log(mg/L),"ECHA, ECOTOX, Literature set"
1804,C6H6N2O2,Nc1ccc([N+](=O)[O-])cc1,100-01-6,138.12403869628906,fish,4.664382045619937,log(mg/L),"NITE, VEGA, Literature set"
1805,C12H10Cl2N2,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,91-94-1,253.127197265625,fish,-0.6733445532637656,log(mg/L),"NITE, ECOTOX, OASIS, VEGA, Literature set"
1806,C6H5ClN2O2,Nc1ccc([N+](=O)[O-])cc1Cl,121-87-9,172.56910705566406,fish,3.0093970763485265,log(mg/L),"VEGA, Literature set"
1807,C6H5N3O4,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],97-02-9,183.12159729003903,fish,2.714694743820879,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1808,C12H8N2O2,Nc1ccc2c3c(cccc13)C(=O)NC2=O,1742-95-6,212.20411682128903,fish,4.605170185988092,log(mg/L),ECHA
1809,C10H9N,Nc1ccc2ccccc2c1,91-59-8,143.18516540527344,fish,1.3609765531356006,log(mg/L),"NITE, VEGA, Literature set"
1810,C6H6FN,Nc1cccc(F)c1,372-19-0,111.116943359375,fish,2.70805020110221,log(mg/L),"NITE, Literature set"
1811,C6H8N2,Nc1cccc(N)c1,108-45-2,108.14112091064452,fish,6.970730078143525,log(mg/L),"NITE, ECHA"
1812,C6H7NO,Nc1cccc(O)c1,591-27-5,109.12588500976558,fish,4.787491742782046,log(mg/L),"ECHA, NITE, Literature set"
1813,C13H13NO,Nc1cccc(OCc2ccccc2)c1,1484-26-0,199.24842834472656,fish,2.210862943479048,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1814,C7H6F3N,Nc1cccc(C(F)(F)F)c1,98-16-8,161.12445068359375,fish,3.3092063243141174,log(mg/L),"ECHA, OASIS, Literature set"
1815,C6H6N2O2,Nc1cccc([N+](=O)[O-])c1,99-09-2,138.12403869628906,fish,4.402115527364763,log(mg/L),"NITE, VEGA, Literature set"
1816,C10H10N2,Nc1cccc2c(N)cccc12,2243-62-1,158.19979858398438,fish,2.833213344056216,log(mg/L),"NITE, VEGA, Literature set"
1817,C10H10N2,Nc1cccc2cccc(N)c12,479-27-6,158.19979858398438,fish,1.7227665977411035,log(mg/L),"ECHA, NITE, Literature set"
1818,C6H7N,Nc1ccccc1,62-53-3,93.12648010253906,fish,4.324132656254979,log(mg/L),"NITE, ECOTOX, OASIS, VEGA, Literature set"
1819,C13H10ClNO,Nc1ccccc1C(=O)c1ccc(Cl)cc1,2894511,231.67759704589844,fish,0.7484693339682704,log(mg/L),"EPAFHM, Literature set, VEGA"
1820,C6H6ClN,Nc1ccccc1Cl,95-51-2,127.57154083251952,fish,1.7369512327330598,log(mg/L),"NITE, VEGA, Literature set"
1821,C6H6FN,Nc1ccccc1F,348-54-9,111.116943359375,fish,4.31748811353631,log(mg/L),"NITE, Literature set"
1822,C6H8N2,Nc1ccccc1N,95-54-5,108.14112091064452,fish,3.1780538303479458,log(mg/L),"NITE, VEGA, Literature set"
1823,C6H7NO,Nc1ccccc1O,95-55-6,109.12588500976562,fish,-0.40047756659712525,log(mg/L),"NITE, Literature set"
1824,C6H6N2O2,Nc1ccccc1[N+](=O)[O-],88-74-4,138.12403869628906,fish,2.969182796607567,log(mg/L),"NITE, VEGA, Literature set"
1825,C5H6N2,Nc1ccccn1,504-29-0,94.11454010009766,fish,2.3978952727983707,log(mg/L),"ECHA, NITE, Literature set"
1826,C5H6N2,Nc1cccnc1,462-08-8,94.11454010009766,fish,2.151762203259462,log(mg/L),"NITE, VEGA, Literature set"
1827,C5H6N2,Nc1ccncc1,504-24-5,94.11454010009766,fish,1.2237754316221157,log(mg/L),"ECHA, NITE, ECOTOX, Literature set"
1828,C3H6N6,Nc1nc(N)nc(N)n1,15541-60-3,126.11994171142578,fish,4.316954637930166,log(mg/L),ECHA
1829,C2H4N4,Nc1nc[nH]n1,61-82-5,84.0799560546875,fish,5.493061443340548,log(mg/L),"NITE, Literature set"
1830,C12H10O,c1ccc(Oc2ccccc2)cc1,101-84-8,170.2071990966797,fish,1.1720187281361623,log(mg/L),"NITE, VEGA, Literature set"
1831,C23H16O3,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,82-66-6,340.371337890625,fish,1.6515390884527357,log(mg/L),"Literature set, ECOTOX"
1832,C13H16O,O=C(c1ccccc1)C1CCCCC1,712-50-5,188.2655487060547,fish,2.3978952727983707,log(mg/L),ECHA
1833,C17H19NO3,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,94-62-2,285.3376770019531,fish,2.0592388343623163,log(mg/L),"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
1834,C16H16O2,O=C(Cc1ccccc1)OCCc1ccccc1,102-20-5,240.2970428466797,fish,1.2947271675944,log(mg/L),ECHA
1835,C14H20O4,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,2386-87-0,252.30621337890625,fish,3.258096538021482,log(mg/L),ECHA
1836,C14H18O6,O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,21544-03-6,282.28912353515625,fish,2.8903717578961645,log(mg/L),ECHA
1837,C15H14O2,O=C(OCCc1ccccc1)c1ccccc1,94-47-3,226.2704620361328,fish,1.8325814637483102,log(mg/L),ECHA
1838,C14H12O2,O=C(OCc1ccccc1)c1ccccc1,120-51-4,212.24388122558597,fish,0.8415671856782185,log(mg/L),"ECHA, ECOTOX"
1839,C20H14O4,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,84-62-8,318.32275390625,fish,-2.5257286443082556,log(mg/L),"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
1840,C13H10O,O=C(c1ccccc1)c1ccccc1,119-61-9,182.2179107666016,fish,2.704017735009269,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
1841,C12H9NO,O=C(c1ccccc1)c1ccncc1,14548-46-0,183.2059631347656,fish,4.634728988229636,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1842,C14H6N2O2S2,N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,3347-22-6,298.3396301269531,fish,-1.8018098050815563,log(mg/L),"EFSA, ECOTOX, Literature set"
1843,C10H14O,O=C1C2CC3CC(C2)CC1C3,000700-58-3,150.21755981445312,fish,4.107589788972121,log(mg/L),"VEGA, Literature set"
1844,C6H4O2,O=C1C=CC(=O)C=C1,106-51-4,108.09476470947266,fish,-3.0997571182969694,log(mg/L),"ECHA, OASIS"
1845,C10H6O2,O=C1C=CC(=O)c2ccccc21,130-15-4,158.1534423828125,fish,-3.1055471395611978,log(mg/L),ECHA
1846,C12H10N2O,O=C1C=CC(=NNc2ccccc2)C=C1,001689-82-3,198.22059631347656,fish,0.15100287353652742,log(mg/L),"VEGA, Literature set"
1847,C21H22N2O2,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,57-24-9,334.4115905761719,fish,-0.13926206733350766,log(mg/L),"Literature set, ECOTOX"
1848,C12H18O,O=C1CCC=CCCC=CCCC1,15229-79-5,178.27072143554688,fish,3.139832617527748,log(mg/L),ECHA
1849,C6H10O,O=C1CCCCC1,108-94-1,98.14300537109376,fish,6.40716437959886,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set"
1850,C12H18O,O=C1CCCCC1C1=CCCCC1,1502-22-3,178.27072143554688,fish,3.367295829986474,log(mg/L),"NITE, VEGA, Literature set"
1851,C14H24O4,O=C1CCCCCCCCCCC(=O)OCCO1,54982-83-1,256.33795166015625,fish,-0.12783337150988489,log(mg/L),ECHA
1852,C15H26O4,O=C1CCCCCCCCCCCC(=O)OCCO1,105-95-3,270.36453247070307,fish,0.5187937934151675,log(mg/L),ECHA
1853,C15H28O,O=C1CCCCCCCCCCCCCC1,502-72-7,224.38221740722656,fish,-1.7719568419318752,log(mg/L),ECHA
1854,C12H23NO,O=C1CCCCCCCCCCCN1,947-04-6,197.31712341308597,fish,4.007333185232471,log(mg/L),"ECHA, NITE, Literature set"
1855,C6H11NO,O=C1CCCCCN1,105602,113.15763854980469,fish,7.238599565503069,log(mg/L),Literature set
1856,C12H20N2O2S2,O=C1CCCCCN1SSN1CCCCCC1=O,23847-08-7,288.4294128417969,fish,2.9575110607337933,log(mg/L),ECHA
1857,C4H6O2,O=C1CCCO1,96-48-0,86.08924102783203,fish,4.182050142641207,log(mg/L),ECHA
1858,C8H6O2,O=C1Cc2ccccc2O1,553-86-6,134.13204956054688,fish,1.8066480817218056,log(mg/L),ECHA
1859,C8H5NO2,O=C1NC(=O)c2ccccc21,000085-41-6,147.13079833984375,fish,4.604359857760836,log(mg/L),"VEGA, Literature set"
1860,C11H7NO,O=C1Nc2cccc3cccc1c23,130-00-7,169.17938232421875,fish,1.4609379041156563,log(mg/L),ECHA
1861,C7H12O,O=CC1CCCCC1,2043-61-0,112.16958618164062,fish,2.2101557464210253,log(mg/L),OASIS
1862,C6H10OS,O=CC1CCCSC1,61571-06-0,130.2080078125,fish,3.6888794541139363,log(mg/L),ECHA
1863,C9H8O,O=CC=Cc1ccccc1,104-55-2,132.15922546386722,fish,1.095273387402595,log(mg/L),"ECHA, OASIS, ECOTOX, VEGA, Literature set"
1864,C2H2O2,O=CC=O,107-22-2,58.03607940673828,fish,5.547637870750128,log(mg/L),"OASIS, Literature set, VEGA"
1865,C5H8O2,O=CCCCC=O,111-30-8,100.1158218383789,fish,2.2202609132004136,log(mg/L),"NITE, VEGA, Literature set"
1866,C13H11NO,O=CN(c1ccccc1)c1ccccc1,000607-00-1,197.23254394531247,fish,3.391590199446616,log(mg/L),"VEGA, Literature set"
1867,C13H10O2,O=Cc1ccc(Oc2ccccc2)cc1,000067-36-7,198.21730041503903,fish,1.5326256625238275,log(mg/L),"VEGA, Literature set"
1868,C8H6O3,O=Cc1ccc2c(c1)OCO2,120-57-0,150.13143920898438,fish,0.9162907318741551,log(mg/L),ECHA
1869,C13H10O2,O=Cc1cccc(Oc2ccccc2)c1,39515-51-0,198.21730041503903,fish,-0.7664747469614965,log(mg/L),"ECHA, OASIS, Literature set"
1870,C7H6O,O=Cc1ccccc1,100-52-7,106.12194061279295,fish,2.3159114951935793,log(mg/L),"NITE, VEGA, Literature set"
1871,C8H6O2,O=Cc1ccccc1C=O,643798,134.13204956054688,fish,-3.912023005428146,log(mg/L),ECOTOX
1872,C6H5NO,O=Cc1cccnc1,500-22-1,107.11000061035156,fish,2.797281334830153,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1873,C5H4O2,O=Cc1ccco1,98-01-1,96.08406066894531,fish,2.711377991194885,log(mg/L),"OASIS, ECOTOX, Literature set"
1874,C5H4OS,O=Cc1cccs1,98-03-3,112.149658203125,fish,3.660574642462483,log(mg/L),"OASIS, Literature set"
1875,C6H5NO,O=Cc1ccncc1,872-85-5,107.11000061035156,fish,3.4011973816621555,log(mg/L),ECHA
1876,C12H10N2O,O=NN(c1ccccc1)c1ccccc1,86-30-6,198.22059631347656,fish,2.3021786263527386,log(mg/L),"NITE, VEGA, Literature set"
1877,C18H15OP,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,791-28-6,278.28485107421875,fish,3.983413001514819,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1878,C14H14OS,O=S(Cc1ccccc1)Cc1ccccc1,621-08-9,230.3253631591797,fish,4.381173197497197,log(mg/L),"ECHA, EPAFHM, Literature set, VEGA"
1879,C12H10OS,O=S(c1ccccc1)c1ccccc1,945517,202.2722015380859,fish,4.469836676551119,log(mg/L),"EPAFHM, Literature set, VEGA"
1880,C4H8N4O4S2,O=S1(=O)N2CN3CN1CN(C2)S3(=O)=O,80-12-6,240.26071166992188,fish,-2.624168717121508,log(mg/L),ECOTOX
1881,C11H9NO2S2,O=S1CCON=C1c1cc2ccccc2s1,163269305,251.3246612548828,fish,-3.5578511917075324,log(mg/L),ECOTOX
1882,C7H5NOS,O=c1[nH]sc2ccccc12,2634335,151.18569946289062,fish,-0.43850496218636453,log(mg/L),"ECOTOX, Literature set, VEGA"
1883,C13H8O2,O=c1c2ccccc2oc2ccccc12,90471,196.201416015625,fish,1.2955487478131456,log(mg/L),Literature set
1884,C15H10O2,O=c1cc(-c2ccccc2)oc2ccccc12,525-82-6,222.23870849609366,fish,1.252762968495368,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1885,C9H6O2,O=c1ccc2ccccc2o1,91645,146.1427459716797,fish,4.02535169073515,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set"
1886,C8H6N2O,O=c1nc[nH]c2ccccc12,491-36-1,146.1460418701172,fish,4.5591262474866845,log(mg/L),ECHA
1887,CHNO,N#CO,917-61-3,43.02473831176758,fish,3.261935314328648,log(mg/L),"ECHA, ECOTOX"
1888,C16H11ClF6N2O,OC(=NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F,658066354,396.7147521972656,fish,3.758871825933971,log(mg/L),ECOTOX
1889,C2HBr3O2,O=C(O)C(Br)(Br)Br,75967,296.7401428222656,fish,5.930652407711224,log(mg/L),ECOTOX
1890,C2H2Br2O2,O=C(O)C(Br)Br,631641,217.84408569335938,fish,4.23410650459726,log(mg/L),"ECOTOX, Literature set"
1891,C2HCl3O2,O=C(O)C(Cl)(Cl)Cl,76039,163.3871307373047,fish,7.605940248546914,log(mg/L),Literature set
1892,C2H2Cl2O2,O=C(O)C(Cl)Cl,79-43-6,128.94207763671878,fish,5.773308537304811,log(mg/L),ECOTOX
1893,C10HF19O2,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,335762,514.0834350585939,fish,3.4657359027997265,log(mg/L),ECOTOX
1894,C5HF9O2,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2706903,264.04586791992193,fish,3.4657359027997265,log(mg/L),ECOTOX
1895,C2H2O4,O=C(O)C(=O)O,144-62-7,90.03488159179688,fish,3.295836866004329,log(mg/L),"NITE, VEGA, Literature set"
1896,C8H8O5,O=C(O)C1C2C=CC(O2)C1C(=O)O,66330889,184.1461181640625,fish,0.5306282510621704,log(mg/L),ECOTOX
1897,C3H4O2,C=CC(=O)O,79-10-7,72.06266021728516,fish,5.402677381872279,log(mg/L),"ECHA, NITE, Literature set, ECHA(18)"
1898,C4H4O4,O=C(O)C=CC(=O)O,110-16-7,116.07215881347656,fish,1.599589576379286,log(mg/L),"ECHA, Literature set"
1899,C2H2O3,O=CC(=O)O,298-12-4,74.03548431396484,fish,3.713572066704308,log(mg/L),"ECHA, NITE, VEGA, Literature set"
1900,C2H3BrO2,O=C(O)CBr,79-08-3,138.94801330566406,fish,4.634728988229636,log(mg/L),"ECHA, Literature set"
1901,C6H8O7,O=C(O)CC(O)(CC(=O)O)C(=O)O,6080-58-6,192.1235198974609,fish,7.323054829075605,log(mg/L),"ECHA, Literature set, VEGA"
1902,C10H5F15O2,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,812704,442.1215515136719,fish,3.4657359027997265,log(mg/L),ECOTOX
1903,C6H10O4,O=C(O)CCCCC(=O)O,124-04-9,146.14120483398438,fish,4.571020106032167,log(mg/L),"VEGA, Literature set"
1904,C18H35O6P,O=C(O)CCCCCCCCC=CCCCCCCCOP(=O)(O)O,68604-99-9,378.440673828125,fish,2.7811147719592153,log(mg/L),ECHA
1905,C10H10Cl2O3,O=C(O)CCCOc1ccc(Cl)cc1Cl,94-82-6,249.09060668945312,fish,2.151762203259462,log(mg/L),"EFSA, VEGA, Literature set"
1906,C3H6O2S,O=C(O)CCS,107-96-0,106.14353942871094,fish,5.214935757608986,log(mg/L),ECHA
1907,C2H3ClO2,O=C(O)CCl,79-11-8,94.49701690673828,fish,4.276666119016055,log(mg/L),"NITE, Literature set, VEGA"
1908,C2H3FO2,O=C(O)CF,144-49-0,78.04242706298828,fish,3.9889840465642745,log(mg/L),"Literature set, ECOTOX"
1909,C8H5Cl3O3,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,93-76-5,255.4824981689453,fish,1.4872702784598928,log(mg/L),ECOTOX
1910,C11H8ClNO3,O=C(O)COc1ccc(Cl)c2cccnc12,88349-88-6,237.63912963867188,fish,4.49647076906475,log(mg/L),ECHA
1911,C8H6Cl2O3,O=C(O)COc1ccc(Cl)cc1Cl,94757,221.0374450683593,fish,5.10594547390058,log(mg/L),"ECOTOX, OASIS, EFSA, VEGA, Literature set"
1912,C7H4Cl3NO3,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,55335-06-3,256.47055053710943,fish,4.762173934797756,log(mg/L),"VEGA, Literature set"
1913,C2H4O2S,O=C(O)CS,000068-11-1,92.11695861816406,fish,3.541654734357411,log(mg/L),"VEGA, Literature set"
1914,C9H7NO2S2,O=C(O)CSc1nc2ccccc2s1,6295-57-4,225.28738403320312,fish,3.079613757534693,log(mg/L),ECHA
1915,C7H8NO2,O=C(O)C[n+]1ccccc1,6266-23-5,138.1439208984375,fish,5.087596335232384,log(mg/L),Literature set
1916,C8H5Cl3O2,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,2439-00-1,239.48309326171875,fish,2.6390573296152584,log(mg/L),ECOTOX
1917,C12H10O2,O=C(O)Cc1cccc2ccccc12,86-87-3,186.20660400390625,fish,3.5409593240373143,log(mg/L),"Literature set, ECOTOX"
1918,C14H11Cl2NO2,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,15307-79-6,296.1486511230469,fish,5.054971107916307,log(mg/L),ECOTOX
1919,C7H3Cl3O2,O=C(O)c1c(Cl)ccc(Cl)c1Cl,50-31-7,225.45651245117185,fish,2.1416173985431026,log(mg/L),Literature set
1920,C10H5Cl2NO2,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,84087-01-4,242.0581970214844,fish,3.4531571205928664,log(mg/L),"Literature set, ECOTOX"
1921,C7H4Cl2O2,O=C(O)c1c(Cl)cccc1Cl,50-30-6,191.01145935058597,fish,4.867534450455582,log(mg/L),ECOTOX
1922,C7H4F2O2,O=C(O)c1c(F)cccc1F,385-00-2,158.10226440429688,fish,4.234043112031017,log(mg/L),"OASIS, Literature set"
1923,C7H5NO5,O=C(O)c1cc([N+](=O)[O-])ccc1O,96-97-9,183.1183013916016,fish,4.605170185988092,log(mg/L),ECHA
1924,C11H8O3,O=C(O)c1cc2ccccc2cc1O,92-70-6,188.17942810058597,fish,4.219507705176107,log(mg/L),"ECHA, NITE"
1925,C7H6O3,O=C(O)c1ccc(O)cc1,99-96-7,138.12074279785156,fish,4.531377273983416,log(mg/L),"ECHA, NITE, ECHA(10), VEGA, Literature set"
1926,C6H4ClNO2,O=C(O)c1cccc(Cl)n1,4684-94-0,157.55445861816406,fish,4.406719247264253,log(mg/L),ECOTOX
1927,C7H5NO4,O=C(O)c1cccc(C(=O)O)n1,499-83-2,167.118896484375,fish,5.7745515455444085,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set"
1928,C7H6O2,O=C(O)c1ccccc1,532-32-1,122.12134552001952,fish,6.182084906716632,log(mg/L),"ECOTOX, OASIS, EPAFHM, ECHA"
1929,C18H13NO3,O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,132-66-1,291.30072021484375,fish,5.371800143307841,log(mg/L),"Literature set, ECOTOX"
1930,C6H3Cl2NO2,O=C(O)c1nc(Cl)ccc1Cl,1702-17-6,191.99952697753903,fish,6.551080335043404,log(mg/L),"Literature set, ECOTOX"
1931,C15H12O,C#CC(O)(c1ccccc1)c1ccccc1,3923-52-2,208.25518798828125,fish,2.4069451083182885,log(mg/L),"ECOTOX, EPAFHM, Literature set, VEGA"
1932,C3H2F6O,OC(C(F)(F)F)C(F)(F)F,920-66-1,168.0377960205078,fish,5.497168225293202,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1933,C16H14Cl2O,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,14088-71-2,293.1877746582031,fish,-1.2039728257698763,log(mg/L),OASIS
1934,C30H25BrO4,O=c1oc2ccccc2c(O)c1C(CC(O)C1(Br)C=CC(c2ccccc2)=CC1)c1ccccc1,28772567,529.4210815429689,fish,0.7884573603642703,log(mg/L),ECOTOX
1935,C6H10O,C=CCC(O)C=C,924-41-4,98.14300537109376,fish,3.6402142821326553,log(mg/L),"NITE, VEGA, Literature set"
1936,C16H26O8,C=CC(=O)OCC(O)COCCCCOCC(O)COC(=O)C=C,52408-42-1,346.3728332519531,fish,4.2021520815229785,log(mg/L),ECHA
1937,C14H15Cl2N3OS,OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,178928706,344.2593994140625,fish,1.4422019930581866,log(mg/L),ECOTOX
1938,C11H10Cl2N2O,OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,24155-42-8,257.11590576171875,fish,3.3343450746743146,log(mg/L),ECHA
1939,C16H13F2N3O,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,76674-21-0,301.2907409667969,fish,3.8533340090794663,log(mg/L),"EFSA, ECOTOX"
1940,C8H12N2O4,C=CC(=O)NC(O)C(O)NC(=O)C=C,868-63-3,200.1918792724609,fish,4.700481098340203,log(mg/L),"Literature set, NITE, VEGA"
1941,CH2O3,O=C(O)O,10361-29-2,62.0247802734375,fish,8.104677134489632,log(mg/L),"ECHA, NITE, ECOTOX(11), ECOTOX"
1942,C14H9Cl5O,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,115322,370.48565673828125,fish,-0.6753072624316143,log(mg/L),"ECOTOX, EPAFHM, Literature set, NITE"
1943,C17H12Cl2N2O,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,60168-88-9,331.19598388671875,fish,0.9555114450274363,log(mg/L),"Literature set, ECOTOX"
1944,C8H12O,C#CC1(O)CCCCC1,78-27-3,124.18028259277344,fish,5.545177444479562,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1945,C13H16O2,O=C(c1ccccc1)C1(O)CCCCC1,947-19-3,204.26493835449216,fish,3.1780538303479458,log(mg/L),ECHA
1946,C7H12O,OC1CC2CCC1C2,497-37-0,112.16958618164062,fish,5.429345628954441,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1947,C5H10O,OC1CCCC1,96413,86.1323013305664,fish,7.218986627737555,log(mg/L),Literature set
1948,C6H12O,OC1CCCCC1,108-93-0,100.15888214111328,fish,6.560355107205227,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
1949,C12H16O,OC1CCCCC1c1ccccc1,2362-61-0,176.2548370361328,fish,3.7932394694381792,log(mg/L),"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
1950,C12H13NO,OC1CCc2[nH]c3ccccc3c2C1,14384-34-0,187.2377166748047,fish,3.380994674344636,log(mg/L),ECHA
1951,C5H10O5,OC1COC(O)C(O)C1O,87-72-9,150.12989807128906,fish,10.537415373436103,log(mg/L),"ECOTOX, OASIS, Literature set"
1952,C4H6O2,OCC#CCO,110-65-6,86.08924102783203,fish,3.9815490680767565,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
1953,C3H6BrNO4,O=[N+]([O-])C(Br)(CO)CO,52517,199.988037109375,fish,3.58351893845611,log(mg/L),"ECOTOX, Literature set, ECHA"
1954,C3H6Br2O,OCC(Br)CBr,96-13-9,217.88714599609372,fish,4.2626798770413155,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1955,C5H9Br3O,OCC(CBr)(CBr)CBr,36483-57-5,324.83636474609375,fish,3.4657359027997265,log(mg/L),ECHA
1956,C4H9NO5,O=[N+]([O-])C(CO)(CO)CO,126-11-4,151.1179656982422,fish,5.637045400892293,log(mg/L),"VEGA, Literature set"
1957,C2H3Cl3O,OCC(Cl)(Cl)Cl,115-20-8,149.40362548828125,fish,5.4319231201577125,log(mg/L),"VEGA, Literature set"
1958,C2H3F3O,OCC(F)(F)F,75-89-8,100.03983306884766,fish,4.77912349311153,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
1959,C2H4O3,O=C(O)CO,79-14-1,76.05136108398438,fish,4.356708826689592,log(mg/L),"NITE, ECHA, Literature set, VEGA"
