,chemical_formula,smiles,casnum,molecular_weight,species,fish_LC50,units,source
573,C14H28O2,CCC(O)COC1CCCCC1C(C)(C)C,139504-68-0,228.3709259033203,fish,1.8946168546677629,log(mg/L),ECHA
574,C12H12N2O3,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,000050-06-6,232.23529052734372,fish,6.182084906716632,log(mg/L),"VEGA, Literature set"
575,C7H11NO2,CCC1(C)CC(=O)NC1=O,77-67-8,141.16773986816406,fish,4.605170185988092,log(mg/L),NITE
576,C11H18N2O3,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,57-43-2,226.272216796875,fish,4.447346100794524,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
577,C10H16O4,C=CC(=O)OCC1(CC)COCOC1,66492-51-1,200.2316436767578,fish,1.3862943611198906,log(mg/L),ECHA
578,C7H13NO2,CCC12COCN1COC2,7747-35-5,143.18362426757812,fish,5.168436223536916,log(mg/L),"VEGA, Literature set"
579,C10H18O,CCC1CC2CC1CC2OC,122795-41-9,154.24932861328125,fish,3.1780538303479458,log(mg/L),ECHA
580,C10H18O2,CCC1CCC(CCC(=O)O)C1,1338-24-5,170.24871826171875,fish,1.7263316639055997,log(mg/L),"ECHA, ECOTOX"
581,C8H16,CCC1CCCCC1,1678-91-7,112.212646484375,fish,-0.2876820724517809,log(mg/L),"NITE, Literature set"
582,C5H8O3,CCC1COC(=O)O1,4437858,116.11521911621094,fish,6.1316611776012655,log(mg/L),ECOTOX
583,C32H46O7,CCC1OC2(CCC1C)CC1CC(CC=C(C)CC(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,51596113,542.7034301757811,fish,-3.575550768806933,log(mg/L),ECOTOX
584,C5H10,CC=CCC,68956-55-8,70.13290405273439,fish,2.1294214739848565,log(mg/L),ECHA
585,C6H12,CCC=CCC,68526-52-3,84.15948486328125,fish,1.8870696490323797,log(mg/L),ECHA
586,C11H16O,CCC=CCC1=C(C)CCC1=O,488-10-8,164.244140625,fish,3.9889840465642745,log(mg/L),ECHA
587,C10H16,C=CC=CCCC=CCC,68526-56-7,136.23403930664062,fish,1.205970806988609,log(mg/L),ECHA
588,C6H12O,CCC=CCCO,928-96-1,100.15888214111328,fish,5.7865595243227075,log(mg/L),"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
589,C8H14O2,CCC=CCCOC(C)=O,3681-71-8,142.195556640625,fish,2.5649493574615367,log(mg/L),ECHA
590,C3H6O,CCC=O,123-38-6,58.079139709472656,fish,4.867534450455582,log(mg/L),"ECOTOX, OASIS, Literature set"
591,C3H7Br,CCCBr,106-94-5,122.99168395996094,fish,3.190476350346503,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
592,C17H29NO3S,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,74051-80-2,327.4820556640625,fish,5.382198850528739,log(mg/L),"Literature set, ECOTOX"
593,C8H14Cl3O5P,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,126-22-7,327.5265197753906,fish,2.8903717578961645,log(mg/L),ECOTOX
594,C6H12O2,CCCC(=O)OCC,105-54-4,116.15827941894531,fish,5.169420930184887,log(mg/L),"ECHA, Literature set"
595,C12H16O2,CCCC(=O)OCCc1ccccc1,103-52-6,192.25424194335938,fish,2.5257286443082556,log(mg/L),ECHA
596,C11H14O2,CCCC(=O)OCc1ccccc1,103-37-7,178.2276611328125,fish,2.5257286443082556,log(mg/L),ECHA
597,C11H9Br2NO2,CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,3861-41-4,347.0026550292969,fish,-3.2968373663379125,log(mg/L),"Literature set, ECOTOX"
598,C5H10O,CCCC(C)=O,107-87-9,86.1323013305664,fish,7.122866658599083,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
599,C11H18N2O3,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,57-33-0,226.272216796875,fish,3.901972669574645,log(mg/L),"ECOTOX, OASIS, EPAFHM"
600,C11H18N2O2S,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,000071-73-8,242.33782958984372,fish,3.232626856413336,log(mg/L),"Literature set, VEGA"
601,C11H18N2O2S,CCCC(C)C1(CC)C(=O)N=C(S)NC1=O,71-73-8,242.33782958984372,fish,3.265759410767051,log(mg/L),"ECOTOX, OASIS, EPAFHM"
602,C12H18N2O3,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,309-43-3,238.28292846679688,fish,3.1612467120315646,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set"
603,C6H12O,CCCC(C)C=O,123-15-9,100.15888214111328,fish,2.9338568698359038,log(mg/L),"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
604,C4H7ClO,CCCC(=O)Cl,141-75-3,106.55078125,fish,5.700443573390687,log(mg/L),ECHA
605,C4H8O2,CCCC(=O)O,107926,88.10511779785156,fish,4.343805421853684,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set, ECHA"
606,C6H12O,C=CC(O)CCC,4798-44-1,100.15888214111328,fish,3.414442608412176,log(mg/L),"NITE, VEGA, Literature set"
607,C6H14O,CCCC(O)CC,623370,102.1747589111328,fish,5.616796551888064,log(mg/L),Literature set
608,C9H16O,CCCC1CCC(=O)CC1,40649-36-3,140.22274780273438,fish,3.7612001156935624,log(mg/L),ECHA
609,C15H17Cl2N3O2,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,60207901,342.2203674316406,fish,1.6174060820832772,log(mg/L),"ECOTOX, VEGA, Literature set"
610,C6H10O,CCCC=CC=O,1335-39-3,98.14300537109376,fish,2.283803823933922,log(mg/L),OASIS
611,C4H8O,CCCC=O,000123-72-8,72.10572052001953,fish,2.6893191500151303,log(mg/L),"VEGA, Literature set"
612,C5H12,CCCCC,109-66-0,72.1487808227539,fish,2.1294214739848565,log(mg/L),ECHA
613,C9H18O,CCCCC(=O)CCCC,502-56-7,142.23861694335938,fish,3.4346563334111444,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
614,C12H15N,CCCCC(C#N)c1ccccc1,3508-98-3,173.2541961669922,fish,0.7884573603642703,log(mg/L),ECHA
615,C9H16O2,CCCCC(C(C)=O)C(C)=O,1540-36-9,156.22213745117188,fish,5.3471075307174685,log(mg/L),"NITE, Literature set, VEGA"
616,C6H12O,CCCCC(C)=O,000591-78-6,100.15888214111328,fish,6.059123195581797,log(mg/L),"VEGA, Literature set"
617,C6H14O,CCCCC(C)O,626937,102.1747589111328,fish,5.616796551888064,log(mg/L),Literature set
618,C8H15ClO,CCCCC(CC)C(=O)Cl,760-67-8,162.6571044921875,fish,4.23410650459726,log(mg/L),ECHA
619,C8H16O2,CCCCC(CC)C(=O)O,19766-89-3,144.21144104003906,fish,5.19295685089021,log(mg/L),"NITE, ECHA"
620,C8H16O,CCCCC(C=O)CC,123-05-7,128.2120361328125,fish,2.8406755427465313,log(mg/L),"ECHA, OASIS, ECOTOX, Literature set"
621,C19H38N4,CCCCC(CC)CN(CC(CC)CCCC)Cn1cncn1,91273-04-0,322.5318298339844,fish,0.09531017980432493,log(mg/L),ECHA
622,C17H25NO2,CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,113-48-4,275.38589477539057,fish,0.6922927713761842,log(mg/L),"NITE, ECOTOX, Literature set, VEGA"
623,C8H18O,CCCCC(CC)CO,104-76-7,130.22792053222656,fish,3.339321977944068,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
624,C11H22O3,CCCCC(CC)COC(=O)C(C)O,186817-80-1,202.29058837890625,fish,3.4657359027997265,log(mg/L),ECHA
625,C17H24Cl2O3,CCCCC(CC)COC(=O)C(C)Oc1ccc(Cl)cc1Cl,865363399,347.27667236328125,fish,2.0541237336955462,log(mg/L),ECOTOX
626,C15H26O3,CCCCC(CC)COC(=O)C1CCC2OC2C1,62256-00-2,254.3651428222656,fish,1.0647107369924282,log(mg/L),ECHA
627,C11H20O2,C=CC(=O)OCC(CC)CCCC,103-11-7,184.2752990722656,fish,0.9932517730102834,log(mg/L),"ECHA, ECHA(12)"
628,C11H19NO2,CCCCC(CC)COC(=O)CC#N,13361-34-7,197.27406311035156,fish,3.258096538021482,log(mg/L),ECHA
629,C20H38O7S,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,000577-11-7,422.57653808593744,fish,3.580737295494233,log(mg/L),"VEGA, Literature set"
630,C11H22O2S,CCCCC(CC)COC(=O)CCS,50448-95-8,218.3561859130859,fish,-2.823461052613538,log(mg/L),ECHA
631,C17H25ClO3,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1C,29450451,312.83160400390625,fish,0.7770286645406473,log(mg/L),ECOTOX
632,C10H22O2,CCCCC(CC)COCCO,1559-35-9,174.28048706054688,fish,4.209160236650682,log(mg/L),ECHA
633,C20H27O4P,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,1241947,362.3997497558594,fish,-0.9702190738997107,log(mg/L),"ECOTOX, VEGA, Literature set"
634,C16H35O3P,CCCCC(CC)COP(=O)(O)CC(CC)CCCC,14802-03-0,306.4210510253906,fish,4.584967478670572,log(mg/L),"NITE, VEGA, Literature set"
635,C16H35O4P,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,298-07-7,322.42047119140625,fish,3.4657359027997265,log(mg/L),"NITE, ECOTOX"
636,C16H35NO,CCCCC(CCC)CCCCCOCCCN,68909-95-5,257.4552001953125,fish,0.3920420877760237,log(mg/L),ECHA
637,C15H17ClN4,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,88671890,288.7752685546875,fish,1.4929040961781488,log(mg/L),"ECOTOX, EFSA"
638,C14H17Cl2N3O,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,79983714,314.21026611328125,fish,1.62924053973028,log(mg/L),ECOTOX
639,C5H10O2,CCCCC(=O)O,109524,102.13169860839844,fish,4.143134726391533,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set"
640,C7H12O,C#CC(O)CCCC,7383-19-9,112.16958618164062,fish,0.5653138090500605,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
641,C8H19NO,CCCCC(O)C(N)CC,1001354-72-8,145.24256896972656,fish,4.219507705176107,log(mg/L),ECHA
642,C6H12O,CCCCC1CO1,1436-34-6,100.15888214111328,fish,2.9258346637550985,log(mg/L),OASIS
643,C6H12,C=CCCCC,592-41-6,84.15948486328125,fish,1.8082887711792655,log(mg/L),"ECOTOX, ECHA"
644,C5H10O,CCCCC=O,110-62-3,86.1323013305664,fish,2.5649493574615367,log(mg/L),"NITE, VEGA, Literature set"
645,C6H14,CCCCCC,110-54-3,86.17536163330078,fish,0.9162907318741551,log(mg/L),"OASIS, ECOTOX, EPAFHM, Literature set, VEGA"
646,C8H16O2,CCCCCC(=O)OCC,123-66-0,144.21144104003906,fish,2.1851220822181734,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
647,C7H14O,CCCCCC(C)=O,110-43-0,114.18546295166016,fish,4.875197323201151,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
648,C14H18O,CCCCCC(C=O)=Cc1ccccc1,000122-40-7,202.2921295166016,fish,-0.09428972939525507,log(mg/L),"VEGA, Literature set, NITE, ECHA"
649,C6H12O2,CCCCCC(=O)O,142-62-1,116.15827941894531,fish,5.76819318484549,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
650,C8H14O,C#CC(O)CCCCC,818-72-4,126.19615936279295,fish,-0.8843076860211043,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
651,C13H22O3,CCCCCC1C(=O)CCC1CC(=O)OC,24851-98-7,226.31198120117188,fish,3.091042453358316,log(mg/L),ECHA
652,C11H20O,CCCCCC1CCC(=O)CC1,61203-83-6,168.27590942382812,fish,2.0149030205422647,log(mg/L),ECHA
653,C10H18O2,CCCCCC1CCCC(=O)O1,705-86-2,170.24871826171875,fish,1.8325814637483102,log(mg/L),ECHA
654,C12H22O3,CCCCCC1COCCC1OC(C)=O,18871-14-2,214.30128479003903,fish,3.4657359027997265,log(mg/L),ECHA
655,C8H16,CC=CCCCCC,13389-42-9,112.212646484375,fish,1.840549633397487,log(mg/L),"ECOTOX, ECHA"
656,C12H20O4,CCCCCC=CCC(CC(=O)O)C(=O)O,62568-82-5,228.2848052978516,fish,6.326149473155099,log(mg/L),ECHA
657,C6H12O,CCCCCC=O,66-25-1,100.15888214111328,fish,2.7102864175002472,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
658,C6H13Br,CCCCCCBr,111-25-1,165.07142639160156,fish,1.2383742310432684,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
659,C7H16,CCCCCCC,142825,100.20194244384766,fish,0.8078142555380714,log(mg/L),Literature set
660,C14H15Br2NO2,CCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,56634-95-8,389.0823974609375,fish,-3.540459448995663,log(mg/L),"VEGA, Literature set"
661,C8H16O,CCCCCCC(C)=O,111-13-7,128.2120361328125,fish,3.587224656028683,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
662,C8H19N,CCCCCCC(C)N,693-16-3,129.2431640625,fish,1.6380586650290894,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
663,C8H18O,CCCCCCC(C)O,123-96-6,130.22792053222656,fish,4.31748811353631,log(mg/L),"ECHA, ECOTOX"
664,C7H14O2,CCCCCCC(=O)O,111-14-8,130.18486022949222,fish,4.315841588493049,log(mg/L),"ECHA, NITE, VEGA, Literature set"
665,C10H18O2,CCCCCCC1CCC(=O)O1,706-14-9,170.24871826171875,fish,2.8903717578961645,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
666,C8H16O,CCCCCCC1CO1,2984-50-1,128.2120361328125,fish,1.879440940662617,log(mg/L),OASIS
667,C7H14O,CCCCCCC=O,111-71-7,114.18546295166016,fish,2.4830814529857808,log(mg/L),"ECHA, OASIS"
668,C7H15Br,CCCCCCCBr,629-04-9,179.09800720214844,fish,0.3852624007906449,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
669,C10H18O,CCCCCCCC#CCO,4117-14-0,154.24932861328125,fish,0.06765864847381486,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
670,C10H21NO,CCCCCCCC(=O)N(C)C,1118-92-9,171.27984619140625,fish,2.9444389791664403,log(mg/L),ECHA
671,C15H17Br2NO2,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,1689-99-2,403.1089782714844,fish,-2.3025850929940455,log(mg/L),"Aquatic ECETOC(11), VEGA, Literature set"
672,C9H18O,CCCCCCCC(C)=O,821-55-6,142.23861694335938,fish,2.7212954278522306,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
673,C8H16O2,CCCCCCCC(=O)O,124-07-2,144.21144104003906,fish,3.9318256327243257,log(mg/L),"ECHA, NITE, Literature set, VEGA"
674,C9H18,C=CCCCCCCC,124-11-8,126.23922729492188,fish,1.7227665977411035,log(mg/L),"ECOTOX, ECHA(16)"
675,C8H16O,CCCCCCCC=O,124-13-0,128.2120361328125,fish,2.067518494652613,log(mg/L),"ECHA, OASIS"
676,C8H17Br,CCCCCCCCBr,111-83-1,193.1245880126953,fish,-0.17673717850005405,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
677,C9H17N,CCCCCCCCC#N,2243-27-8,139.23797607421878,fish,1.724550719534605,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
678,C10H20O,CCCCCCCCC(C)=O,693-54-9,156.26519775390625,fish,1.7165236282576355,log(mg/L),"NITE, VEGA, Literature set"
679,C11H22O,CCCCCCCCC(C)C=O,19009-56-4,170.29177856445312,fish,0.5982868995359851,log(mg/L),ECHA
680,C9H18O2,CCCCCCCCC(=O)O,68937-75-7,158.23802185058594,fish,4.6443908991413725,log(mg/L),"ECHA, VEGA, Literature set"
681,C10H22O2,CCCCCCCCC(O)CO,1119-86-4,174.28048706054688,fish,2.6461747973841225,log(mg/L),ECHA
682,C18H34O3,CCCCCCCCC1OC1CCCCCCCC(=O)O,2443-39-2,298.46075439453125,fish,0.4054651081081644,log(mg/L),ECOTOX
683,C10H20,C=CCCCCCCCC,872-05-9,140.26580810546878,fish,1.174028927952864,log(mg/L),ECHA(16)
684,C22H43NO3,CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,000093-83-4,369.5817260742188,fish,0.4027948795522855,log(mg/L),"VEGA, Literature set, ECHA, NITE"
685,C23H46N2O,CCCCCCCCC=CCCCCCCCC(=O)NCCCN(C)C,109-28-4,366.6241455078125,fish,-1.5141277326297755,log(mg/L),ECHA
686,C18H34O2,CCCCCCCCC=CCCCCCCCC(=O)O,112-80-1,282.46136474609375,fish,4.734516806919578,log(mg/L),"OASIS, ECOTOX, VEGA, Literature set"
687,C24H51N3,CCCCCCCCC=CCCCCCCCCNCCCNCCCN,28872-01-7,381.6818542480469,fish,-1.8018098050815563,log(mg/L),"ECHA, ECHA(14)"
688,C27H58N4,CCCCCCCCC=CCCCCCCCCNCCCNCCCNCCCN,67228-83-5,438.7762145996094,fish,-1.8018098050815563,log(mg/L),"ECHA, ECHA(14)"
689,C22H40O7S,CCCCCCCCC=CCCCCCCCCOC(=O)C(CC(=O)O)S(=O)(=O)O,94213-67-9,448.6138000488281,fish,-0.31471074483970024,log(mg/L),ECHA
690,C22H46N,CCCCCCCCC=CCCCCCCCC[N+](C)(C)CC,6458135,324.60736083984375,fish,-0.4780358009429998,log(mg/L),ECOTOX
691,C23H48NO2,CCCCCCCCC=CCCCCCCCC[N+](C)(CCO)CCO,18448-65-2,370.6327209472656,fish,0.7514160886839212,log(mg/L),ECHA
692,C9H18O,CCCCCCCCC=O,124-19-6,142.23861694335938,fish,0.5738004229273791,log(mg/L),ECHA
693,C12H25NO,CCCCCCCCCC(=O)N(C)C,14433762,199.3330078125,fish,3.044522437723423,log(mg/L),ECOTOX
694,C11H22O,CCCCCCCCCC(C)=O,112-12-9,170.29177856445312,fish,0.4054651081081644,log(mg/L),"NITE, VEGA, Literature set"
695,C12H24O,CCCCCCCCCC(C)C=O,110-41-8,184.318359375,fish,-1.0498221244986778,log(mg/L),ECHA
696,C10H20O2,CCCCCCCCCC(=O)O,334-48-5,172.2646026611328,fish,3.7954891891721947,log(mg/L),"ECHA, NITE, ECOTOX"
697,C12H22O,CCCCCCCCCC=CC=O,20407-84-5,182.302490234375,fish,-0.33128570993391293,log(mg/L),ECHA
698,C10H20O,CCCCCCCCCC=O,112-31-2,156.26519775390625,fish,0.5738004229273791,log(mg/L),"ECHA, OASIS"
699,C12H24O,CCCCCCCCCCC(C)=O,6175-49-1,184.318359375,fish,0.16551443847757333,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
700,C20H42O,CCCCCCCCCCC(CO)CCCCCCCC,5333-42-6,298.546875,fish,-0.6635883783184009,log(mg/L),ECHA
701,C12H24,C=CCCCCCCCCCC,112-41-4,168.3189697265625,fish,0.9555114450274363,log(mg/L),"ECHA, NITE, Literature set"
702,C16H26O3,CCCCCCCCCCC=CC1CC(=O)OC1=O,025377-73-5,266.3758544921875,fish,1.33500106673234,log(mg/L),"VEGA, Literature set, NITE"
703,C12H24O,CCCCCCCCCCC=CO,58877-59-1,184.318359375,fish,0.0127798507516569,log(mg/L),OASIS
704,C12H23N,CCCCCCCCCCCC#N,2437-25-4,181.31771850585938,fish,-0.5041469150144678,log(mg/L),"ECOTOX, NITE, OASIS, EPAFHM, Literature set, ECHA"
705,C15H31NO4S,CCCCCCCCCCCC(=O)N(C)CCS(=O)(=O)O,4337-75-1,321.4759521484375,fish,1.6174060820832772,log(mg/L),ECHA
706,C20H40N4O3,CCCCCCCCCCCC(=O)NC(CCCNC(=N)N)C(=O)OCC,60372-77-2,384.5566101074218,fish,2.1234584270966104,log(mg/L),ECHA
707,C14H29NO2,CCCCCCCCCCCC(=O)NCCO,142-78-9,243.38555908203125,fish,1.7749523509116738,log(mg/L),ECHA
708,C21H41NO2,CCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,101238-01-1,339.5557556152344,fish,-0.941608539858445,log(mg/L),ECHA
709,C13H26O,CCCCCCCCCCCC(C)=O,593-08-8,198.34494018554688,fish,-1.0216512475319814,log(mg/L),"NITE, VEGA, Literature set"
710,C25H46N2O2,CCCCCCCCCCCCC1CC(=O)N(C2CC(C)(C)NC(C)(C)C2)C1=O,79720-19-7,406.64495849609375,fish,-2.3330443004787544,log(mg/L),ECHA
711,C14H28,C=CCCCCCCCCCCCC,1120-36-1,196.37213134765625,fish,1.174028927952864,log(mg/L),ECHA(16)
712,C18H36,C=CCCCCCCCCCCCCCCCC,112-88-9,252.47845458984372,fish,1.174028927952864,log(mg/L),ECHA(36)
713,C20H43N,CCCCCCCCCCCCCCCCCCN(C)C,124-28-7,297.5621337890625,fish,-2.5383074265151158,log(mg/L),"ECHA, NITE, VEGA, Literature set"
714,C27H58N2O3,CCCCCCCCCCCCCCCCCCN(CCO)CCCN(CCO)CCO,6818-37-7,458.7610168457031,fish,-1.8971199848858813,log(mg/L),ECHA
715,C21H42O2S,CCCCCCCCCCCCCCCCCCOC(=O)CCS,31778-15-1,358.6219787597656,fish,-2.823461052613538,log(mg/L),ECHA
716,C24H52NO,CCCCCCCCCCCCCCCCCCOCCC[N+](C)(C)C,23328-71-4,370.67578125,fish,-2.7646205525906042,log(mg/L),ECHA
717,C21H46N,CCCCCCCCCCCCCCCCCC[N+](C)(C)C,1120-02-1,312.5966491699219,fish,-2.7488721956224653,log(mg/L),ECHA
718,C23H49ClNO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CCl,3001-63-6,391.0942687988281,fish,-1.0788096613719298,log(mg/L),ECHA
719,C20H43NO,CCCCCCCCCCCCCCCCCC[N+](C)(C)[O-],2571-88-2,313.5615234375,fish,0.3364722366212129,log(mg/L),ECHA
720,C17H36O4S,CCCCCCCCCCCCCCCCCOS(=O)(=O)O,68955-20-4,336.53033447265625,fish,1.6486586255873816,log(mg/L),ECHA
721,C16H35N,CCCCCCCCCCCCCCCCN,143-27-1,241.455810546875,fish,-1.1394342831883648,log(mg/L),ECHA
722,C16H34O,CCCCCCCCCCCCCCCCO,36653-82-4,242.4405670166016,fish,1.7404661748405046,log(mg/L),ECHA
723,C19H42N,CCCCCCCCCCCCCCCC[N+](C)(C)C,57-09-0,284.5434875488281,fish,-1.6094379124341003,log(mg/L),"ECHA, NITE, ECOTOX"
724,C20H42NO2,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)O,693-33-4,328.552978515625,fish,0.6931471805599453,log(mg/L),ECHA
725,C21H38N,CCCCCCCCCCCCCCCC[n+]1ccccc1,123-03-5,304.53314208984375,fish,-1.8325814637483102,log(mg/L),"ECHA, ECOTOX"
726,C15H32O3S,CCCCCCCCCCCCCCCS(=O)(=O)O,5896-54-8,292.477783203125,fish,1.2541905204865533,log(mg/L),ECOTOX
727,C17H37NO,CCCCCCCCCCCCCCC[N+](C)(C)[O-],68955-55-5,271.48178100585943,fish,1.0455630675782943,log(mg/L),ECHA
728,C14H30O,CCCCCCCCCCCCCCO,112-72-1,214.3874053955078,fish,1.7404661748405046,log(mg/L),ECHA
729,C23H42N,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,139-08-2,332.5862731933594,fish,-0.44238846221276207,log(mg/L),"ECHA, ECOTOX-EPA(10)"
730,C13H29N,CCCCCCCCCCCCCN,002869-34-3,199.37606811523438,fish,-2.727233020518984,log(mg/L),"VEGA, Literature set"
731,C13H28O,CCCCCCCCCCCCCO,112-70-9,200.3608245849609,fish,0.5306282510621704,log(mg/L),"NITE, VEGA, Literature set"
732,C15H32O2,CCCCCCCCCCCCCOCCO,24938-91-8,244.41339111328125,fish,2.0149030205422647,log(mg/L),ECOTOX
733,C14H31N,CCCCCCCCCCCCN(C)C,112-18-5,213.40264892578125,fish,-0.5621189181535413,log(mg/L),ECHA
734,C18H35NO4,CCCCCCCCCCCCN(CCC(=O)O)CCC(=O)O,14960-06-6,329.47479248046875,fish,1.4350845252893227,log(mg/L),ECHA
735,C18H41N3,CCCCCCCCCCCCN(CCCN)CCCN,2372-82-9,299.5382385253906,fish,-0.3856624808119846,log(mg/L),"ECHA, Literature set"
736,C13H29N3,CCCCCCCCCCCCN=C(N)N,13590-97-1,227.38946533203125,fish,-0.41375831388534834,log(mg/L),"Literature set, VEGA"
737,C12H26O4S,CCCCCCCCCCCCOS(=O)(=O)O,151213,266.39743041992193,fish,2.6026896854443837,log(mg/L),"ECOTOX-EPA(27), Aquatic ECETOC, ECOTOX(25), ECOTOX(17), ECOTOX-EPA(16), ECHA"
738,C16H34NO2,CCCCCCCCCCCC[N+](C)(C)CC(=O)O,683-10-3,272.4466552734375,fish,0.3364722366212129,log(mg/L),"NITE, VEGA, Literature set"
739,C17H37ClNO,CCCCCCCCCCCC[N+](C)(C)CC(O)CCl,41892-01-7,306.9347839355469,fish,1.9600947840472698,log(mg/L),ECHA
740,C21H38N,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,7281-04-1,304.53314208984375,fish,1.8794650496471605,log(mg/L),Literature set
741,C14H31NO,CCCCCCCCCCCC[N+](C)(C)[O-],1643-20-5,229.40203857421875,fish,3.4011973816621555,log(mg/L),"ECHA, NITE, VEGA, Literature set"
742,C18H30O3S,CCCCCCCCCCCCc1ccccc1S(=O)(=O)O,027176-87-0,326.4940185546875,fish,1.501852701754163,log(mg/L),Literature set
743,C11H25N,CCCCCCCCCCCN,7307-55-3,171.32290649414062,fish,-1.5602089233478222,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
744,C11H24O,CCCCCCCCCCCO,112-42-5,172.3076629638672,fish,0.052596027229528004,log(mg/L),"ECHA, OASIS, ECOTOX, Literature set"
745,C13H28O2,CCCCCCCCCCCOCCO,34398-01-1,216.3602294921875,fish,1.7047480922384253,log(mg/L),ECOTOX
746,C10H23N,CCCCCCCCCCN,2016-57-1,157.29632568359375,fish,0.03847238951694914,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
747,C12H27N,CCCCCCCCCCN(C)C,1120-24-7,185.3494873046875,fish,0.3818552424690307,log(mg/L),ECHA
748,C21H45N,CCCCCCCCCCN(C)CCCCCCCCCC,7396-58-9,311.5887145996094,fish,-0.7339691750802004,log(mg/L),ECHA
749,C10H22O,CCCCCCCCCCO,112-30-1,158.2810821533203,fish,0.8754687373538999,log(mg/L),"NITE, VEGA, Literature set"
750,C12H27NS,CCCCCCCCCCSCCN,36362-09-1,217.41448974609372,fish,-2.2072749131897207,log(mg/L),ECOTOX
751,C21H46N,CCCCCCCCCC[N+](C)(C)CCCCCCC(C)C,138698369,312.5966491699219,fish,0.2814124594381855,log(mg/L),ECOTOX
752,C22H48N,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,7173515,326.62322998046875,fish,-0.6217571844732723,log(mg/L),"ECOTOX, Aquatic ECETOC, VEGA, Literature set"
753,C19H34N,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,63449-41-2,276.47998046875,fish,-1.171182981502945,log(mg/L),ECOTOX
754,C12H27NO,CCCCCCCCCC[N+](C)(C)[O-],2605-79-0,201.348876953125,fish,2.533696813957432,log(mg/L),"ECHA(12), ECHA"
