id,comp_id,species,daphnia_ec50,fish_lc50,algea_ec50,units,source
892,586,fish,"",0.71,"",mg/L,"ECOTOX, NITE, OASIS, Literature set, ECHA, VEGA"
893,8027,daphnia,50.42,"","",mg/L,ECHA
894,8028,daphnia,0.012,"","",mg/L,EFSA
895,8029,fish,"",5.98228714520475,"",mg/L,OASIS
896,590,"daphnia, fish",5.6,4.0,"",mg/L,"NITE, VEGA, Literature set"
897,8030,"alga, fish","",76.0,74.0,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
898,593,"alga, daphnia, fish",30.0,34.9915567572977,26.0,mg/L,"NITE, VEGA, Literature set"
899,831,alga,"","",200.0,mg/L,ECHA
900,8031,"alga, daphnia",1.09,"",2.405,mg/L,"VEGA, Literature set"
901,8032,fish,"",7.61804262776698,"",mg/L,OASIS
902,8033,fish,"",77.9,"",mg/L,ECOTOX
903,8034,"alga, daphnia, fish",3.1,3.0,3.1,mg/L,"VEGA, Literature set"
904,839,fish,"",1540.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
905,8035,"alga, daphnia",20.0,"",14.0,mg/L,ECHA
906,8036,"alga, daphnia",73.0,"",68.0,mg/L,ECHA
907,842,"alga, daphnia, fish",5.01,8.6,0.079,mg/L,"VEGA, Literature set"
908,843,fish,"",1135.014,"",mg/L,"Literature set"
909,8037,daphnia,2.8,"","",mg/L,ECHA
910,8038,"daphnia, fish",10.5,9.9,"",mg/L,ECHA
911,8039,"alga, daphnia",4.8,"",3.8,mg/L,ECHA
912,8040,"alga, daphnia",11.3,"",5.0,mg/L,ECHA
913,8041,fish,"",1.6,"",mg/L,ECHA
914,8042,"daphnia, fish",3.3,3.6,"",mg/L,ECHA
915,8043,fish,"",4.75,"",mg/L,ECHA
916,4898,daphnia,16.6,"","",mg/L,ECHA
917,4894,"alga, fish","",3.59,16.7,mg/L,ECHA
918,8044,"alga, daphnia",33.75,"",9.66,mg/L,ECHA
919,837,fish,"",146.0,"",mg/L,"ECOTOX, EPAFHM, Literature set, VEGA"
920,861,fish,"",4.0,"",mg/L,ECHA
921,8045,"alga, fish","",5.6,4.2,mg/L,ECHA
922,6421,"alga, fish","",659.35,780.0,mg/L,ECHA
923,4164,alga,"","",3.4,mg/L,ECHA
924,8046,daphnia,7.9,"","",mg/L,ECHA
925,8047,alga,"","",36.51,mg/L,ECHA
926,8048,alga,"","",0.016,mg/L,"Literature set"
927,8049,"alga, daphnia, fish",0.12,0.29,1.7,mg/L,"NITE, VEGA, Literature set"
928,859,fish,"",2.5817063809883,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
929,8050,"alga, daphnia",2.2,"",3.9,mg/L,ECHA
930,8051,"alga, daphnia",51.9,"",67.0,mg/L,ECHA
931,8052,fish,"",0.156,"",mg/L,ECOTOX
932,8053,fish,"",1208.421,"",mg/L,"VEGA, Literature set"
933,867,fish,"",672.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
934,8054,fish,"",42.0,"",mg/L,ECHA
935,8055,"daphnia, fish",14.2,8.9,"",mg/L,ECHA
936,8056,"alga, daphnia, fish",2.9,13.0,12.0,mg/L,ECHA
937,8057,"alga, daphnia, fish",23.0,26.0,25.1,mg/L,ECHA
938,8058,"alga, daphnia",2.8,"",7.5,mg/L,ECHA
939,7326,daphnia,2.7,"","",mg/L,ECHA
940,8059,"alga, daphnia",32.0,"",22.0,mg/L,ECHA
941,4182,"alga, daphnia, fish",200.0,843.0,11.8,mg/L,"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
942,870,"alga, daphnia, fish",308.0,2993.0,570.0,mg/L,"NITE, VEGA, Literature set"
943,8060,"alga, daphnia",22.0,"",30.0,mg/L,ECHA
944,872,fish,"",16.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
945,8061,"alga, daphnia",88.1,"",73.2,mg/L,ECHA
946,6278,"alga, daphnia",25.0,"",30.6,mg/L,ECHA
947,8062,daphnia,8.2e-05,"","",mg/L,EFSA
948,875,"daphnia, fish",7.2,9.97,"",mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
949,8063,"alga, daphnia",44.0,"",62.0,mg/L,ECHA
950,8064,"daphnia, fish",5.65,1.09,"",mg/L,ECHA
951,888,"alga, fish","",85.5,67.0,mg/L,ECHA
952,890,fish,"",275.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
953,8065,alga,"","",27.3,mg/L,ECHA
954,8066,fish,"",0.685,"",mg/L,ECOTOX
955,894,fish,"",3086.874,"",mg/L,"VEGA, Literature set"
956,8067,fish,"",172.644832334127,"",mg/L,"Literature set, VEGA"
957,8068,alga,"","",261.0,mg/L,ECHA
958,8069,daphnia,0.675,"","",mg/L,ECHA
959,8070,daphnia,0.092,"","",mg/L,ECHA
960,8071,"alga, fish","",420.0,34.0,mg/L,ECHA
961,8072,"daphnia, fish",0.24021528,0.41,"",mg/L,"NITE, OASIS, VEGA, Literature set"
962,8073,fish,"",0.045,"",mg/L,ECOTOX
963,8074,fish,"",0.0125,"",mg/L,ECOTOX
964,8075,fish,"",1.39779672527558,"",mg/L,"Literature set"
965,4309,"alga, daphnia, fish",3.1,2.6,4.6,mg/L,"NITE, VEGA, Literature set"
966,3921,daphnia,1.8,"","",mg/L,ECHA
967,8076,fish,"",0.039,"",mg/L,"Literature set"
968,3981,"alga, daphnia, fish",3.7,6.0,8.45,mg/L,"ECHA, NITE, Literature set, VEGA"
969,886,"alga, daphnia, fish",0.014,7.79395191540151,23.0,mg/L,"NITE, VEGA, Literature set"
970,892,"daphnia, fish",99.273,184.427255944447,"",mg/L,"VEGA, Literature set"
971,8077,alga,"","",3.7,mg/L,EFSA
972,4146,"alga, fish","",9.374,31.02,mg/L,"VEGA, Literature set"
973,8078,"alga, daphnia, fish",70.0,85.0,67.0,mg/L,"NITE, VEGA, Literature set"
974,8079,daphnia,37.1,"","",mg/L,ECHA
975,8080,fish,"",7.77452473151392,"",mg/L,OASIS
976,8081,"daphnia, fish",11.0,13.27,"",mg/L,ECHA
977,8082,"alga, fish","",0.1685,0.116,mg/L,"VEGA, Literature set"
978,8083,fish,"",0.79,"",mg/L,ECOTOX
979,8084,"alga, daphnia, fish",1530.0,1200.0,610.0,mg/L,ECHA
980,8085,daphnia,1.34,"","",mg/L,ECHA
981,8086,fish,"",3.0,"",mg/L,ECHA
982,8087,"daphnia, fish",19.0,0.87,"",mg/L,ECHA
983,8088,fish,"",0.0594,"",mg/L,ECHA
984,8089,"alga, daphnia",39.5,"",56.4,mg/L,ECHA
985,919,"alga, daphnia, fish",23.0,98.0,75.0,mg/L,"Aquatic ECETOC, ECOTOX, OASIS, VEGA, Literature set"
986,8090,"alga, daphnia",374.0,"",42.0,mg/L,"NITE, Literature set"
987,8091,daphnia,126.6,"","",mg/L,ECOTOX
988,8092,daphnia,115.0,"","",mg/L,ECHA
989,8093,"daphnia, fish",50.0,4393.0952459779,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set, EPAFHM"
990,8094,fish,"",8754.8279654,"",mg/L,"ECOTOX, Literature set, VEGA"
991,925,"alga, fish","",987.696470848351,653.13,mg/L,"VEGA, Literature set"
992,8095,"alga, daphnia, fish",5.9,6.65,12.0,mg/L,ECHA
993,8096,"alga, daphnia",13.0,"",20.0,mg/L,ECHA
994,8097,"alga, fish","",484.0,100.065,mg/L,"VEGA, Literature set"
995,939,fish,"",100.0,"",mg/L,NITE
996,8098,alga,"","",3.31,mg/L,ECHA
997,8099,alga,"","",10.1,mg/L,ECHA
998,944,fish,"",85.4,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
999,8100,"alga, daphnia, fish",20.0,4.0,34.0,mg/L,ECHA
1000,8101,"alga, daphnia",8.2,"",9.3,mg/L,ECHA
1001,8102,daphnia,1.9,"","",mg/L,ECHA
1002,8103,daphnia,24.4,"","",mg/L,ECHA
1003,8104,"daphnia, fish",35.45,175.639960980419,"",mg/L,"VEGA, Literature set"
1004,8105,daphnia,89.06,"","",mg/L,ECHA
1005,8106,"alga, fish","",24.0,25.0,mg/L,ECHA
1006,8107,"daphnia, fish",20.0,5.62,"",mg/L,"ECHA, ECOTOX"
1007,8108,fish,"",0.75,"",mg/L,"NITE, Literature set"
1008,8109,fish,"",460.2,"",mg/L,ECOTOX
1009,8110,daphnia,29.584238964,"","",mg/L,ECOTOX
1010,8111,fish,"",0.028,"",mg/L,ECOTOX
1011,8112,alga,"","",45.0,mg/L,ECHA
1012,8113,fish,"",8.41,"",mg/L,ECHA
1013,8114,fish,"",6.6,"",mg/L,ECHA
1014,8115,daphnia,0.382,"","",mg/L,ECHA
1015,8116,daphnia,0.012,"","",mg/L,EFSA
1016,8117,daphnia,0.012,"","",mg/L,EFSA
1017,933,"alga, daphnia, fish",45.0,54.0,38.0,mg/L,ECHA
1018,8118,daphnia,1.823031144,"","",mg/L,ECOTOX
1019,8119,daphnia,4.00922208,"","",mg/L,ECOTOX
1020,8120,"daphnia, fish",0.76,3.34,"",mg/L,ECHA
1021,934,fish,"",325.889877207584,"",mg/L,"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
1022,8121,"alga, daphnia",20.0,"",5.3,mg/L,ECHA
1023,8122,alga,"","",16.0,mg/L,ECHA
1024,8123,daphnia,6.2,"","",mg/L,ECHA
1025,8124,daphnia,1.5,"","",mg/L,ECHA
1026,3918,"alga, daphnia",2.7,"",0.61,mg/L,ECHA
1027,8125,"alga, daphnia, fish",31.0,13.0,107.5,mg/L,ECHA
1028,8126,"alga, daphnia",3.0,"",12.0,mg/L,ECHA
1029,936,fish,"",130.0,"",mg/L,"ECOTOX, OASIS, Literature set"
1030,8127,fish,"",24.3,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
1031,979,"daphnia, fish",53.111,217.5,"",mg/L,"Literature set, ECOTOX"
1032,984,alga,"","",214.0,mg/L,"Literature set"
1033,985,fish,"",18.0,"",mg/L,ECOTOX
1034,8128,daphnia,4.7,"","",mg/L,ECHA
1035,988,"daphnia, fish",116.6,175.813,"",mg/L,"ECHA, Literature set"
1036,8129,"alga, daphnia",8.12,"",4.68,mg/L,ECHA
1037,8130,daphnia,0.41,"","",mg/L,ECHA
1038,990,"daphnia, fish",28.0,12.5,"",mg/L,ECHA
1039,4424,"daphnia, fish",16.6,12.5,"",mg/L,ECHA
1040,8131,"daphnia, fish",0.025,0.037,"",mg/L,"Literature set, ECOTOX"
1041,8132,alga,"","",88.0,mg/L,ECHA
1042,994,fish,"",1240.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
1043,997,fish,"",49.5,"",mg/L,"ECOTOX, OASIS, EPAFHM"
1044,8133,fish,"",25.3461502959769,"",mg/L,"Literature set, VEGA"
1045,8134,fish,"",26.2,"",mg/L,"ECOTOX, OASIS, EPAFHM"
1046,8135,fish,"",23.6,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set"
1047,8136,"alga, daphnia",1.807,"",3.19,mg/L,ECHA
1048,8137,"daphnia, fish",15.0,18.8,"",mg/L,"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1049,8138,daphnia,3.1,"","",mg/L,ECHA
1050,8139,alga,"","",338.0,mg/L,"Literature set"
1051,8140,fish,"",299.0,"",mg/L,ECHA
1052,4000,daphnia,6.75,"","",mg/L,EFSA
1053,8141,"daphnia, fish",60.9527437829759,77.0,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set, ECHA"
1054,8142,"daphnia, fish",210.0,30.4,"",mg/L,"NITE, VEGA, Literature set"
1055,8143,fish,"",275.007,"",mg/L,"Literature set"
1056,8144,alga,"","",23.0,mg/L,ECHA
1057,8145,"alga, daphnia",21.7,"",29.3,mg/L,ECHA
1058,8146,"daphnia, fish",33.0,43.0,"",mg/L,ECHA
1059,8147,daphnia,21.0,"","",mg/L,ECHA
1060,8148,"alga, daphnia",70.7,"",95.5,mg/L,ECHA
1061,8149,"daphnia, fish",5.0,5.04,"",mg/L,"ECOTOX, VEGA, Literature set"
1062,8150,"alga, daphnia",35.0,"",79.0,mg/L,ECHA
1063,1012,fish,"",9.81394,"",mg/L,OASIS
1064,4925,"alga, fish","",14.7216492728238,52.3,mg/L,"VEGA, Literature set"
1065,4613,"alga, fish","",8.41,10.7,mg/L,ECHA
1066,8151,fish,"",31.0207499381236,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1067,8152,"alga, daphnia, fish",1.6,2.2,2.58,mg/L,ECHA
1068,8153,fish,"",210.0,"",mg/L,"NITE, Literature set, VEGA"
1069,1033,"alga, fish","",428.0,610.0,mg/L,"VEGA, Literature set"
1070,8154,fish,"",275.007,"",mg/L,"Literature set"
1071,8155,daphnia,23.8,"","",mg/L,ECHA
1072,8156,daphnia,6.3,"","",mg/L,ECHA
1073,8157,alga,"","",0.02,mg/L,"Literature set"
1074,8158,fish,"",69.0,"",mg/L,ECHA
1075,8159,"alga, fish","",180.0,385.0,mg/L,"NITE, ECHA"
1076,8160,"alga, daphnia",17.1,"",32.0,mg/L,ECHA
1077,8161,"alga, daphnia, fish",4.7,17.1273318747437,6.9,mg/L,"ECHA, OASIS, ECOTOX, Literature set"
1078,8162,daphnia,0.83,"","",mg/L,ECHA
1079,1043,daphnia,0.375,"","",mg/L,ECHA
1080,1044,alga,"","",10.95,mg/L,ECHA
1081,8163,fish,"",1.1,"",mg/L,ECHA
1082,8164,"daphnia, fish",3.6,1.99829191143967,"",mg/L,"NITE, ECOTOX, Literature set, VEGA"
1083,8165,daphnia,0.475,"","",mg/L,ECHA
1084,8166,daphnia,4.92,"","",mg/L,ECHA
1085,1050,fish,"",28.2,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
1086,8167,daphnia,4.6,"","",mg/L,"NITE, VEGA, Literature set"
1087,8168,fish,"",32.0,"",mg/L,ECHA
1088,8169,fish,"",7.8,"",mg/L,ECOTOX
1089,8170,"alga, daphnia, fish",6.5,2.9,2.6,mg/L,ECHA
1090,8171,"alga, daphnia, fish",1.3,2.7,5.28,mg/L,"ECHA, ECHA(12)"
1091,8172,"alga, daphnia, fish",15.5,26.0,4.5,mg/L,ECHA
1092,8173,"alga, daphnia, fish",19.0,35.9,188.758,mg/L,"VEGA, Literature set"
1093,1058,daphnia,0.66,"","",mg/L,"Aquatic ECETOC, VEGA, Literature set"
1094,8174,"alga, daphnia, fish",0.31,0.0594,0.523,mg/L,ECHA
1095,8175,fish,"",2.175,"",mg/L,ECOTOX
1096,8176,daphnia,0.91,"","",mg/L,ECOTOX
1097,1055,daphnia,3.31,"","",mg/L,"ECOTOX, Literature set"
1098,1063,daphnia,22.9,"","",mg/L,ECHA
1099,1069,"daphnia, fish",45.5,67.3,"",mg/L,ECHA
1100,8177,"daphnia, fish",0.15,0.379,"",mg/L,"ECOTOX, VEGA, Literature set"
1101,8178,"alga, daphnia, fish",43.0,98.0,92.0,mg/L,"NITE, VEGA, Literature set"
1102,8179,"daphnia, fish",15.0,32.0,"",mg/L,"NITE, ECOTOX"
1103,8180,daphnia,483.0,"","",mg/L,ECHA
1104,8181,fish,"",1.48,"",mg/L,ECHA
1105,8182,"daphnia, fish",4.052,4.45,"",mg/L,"ECOTOX, EFSA"
1106,5104,fish,"",5.1,"",mg/L,ECOTOX
1107,8183,"daphnia, fish",44.5811000371888,63.0,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
1108,8184,fish,"",1.76,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1109,8185,"daphnia, fish",44.0,68.0,"",mg/L,ECHA
1110,1091,daphnia,70.79,"","",mg/L,ECHA
1111,8186,daphnia,21.0,"","",mg/L,ECHA
1112,8187,fish,"",18.6497858556868,"",mg/L,OASIS
1113,8188,"alga, daphnia",27.0,"",69.0,mg/L,ECHA
1114,8189,fish,"",6.1,"",mg/L,"ECOTOX, ECHA"
1115,8190,daphnia,0.134,"","",mg/L,"Literature set"
1116,8191,daphnia,0.217,"","",mg/L,"Literature set"
1117,1083,"alga, daphnia, fish",31.5,13.0,29.0,mg/L,"NITE, VEGA, Literature set"
1118,8192,alga,"","",55.5,mg/L,ECHA
1119,1093,"daphnia, fish",3.93878195214137,2.5,"",mg/L,"OASIS, ECOTOX, EPAFHM, Literature set, VEGA"
1120,1094,daphnia,0.62,"","",mg/L,ECHA
1121,8193,"alga, daphnia",21.0,"",85.5,mg/L,"Literature set"
1122,8194,"alga, daphnia",28.0,"",36.0,mg/L,ECHA
1123,8195,"alga, daphnia, fish",36.0,8.89173400972388,11.8,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
1124,8196,daphnia,24.0,"","",mg/L,ECHA
1125,1097,"alga, fish","",131.0,98.2,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
1126,8197,alga,"","",43.0,mg/L,"Literature set"
1127,1099,"alga, fish","",0.910019064768851,1.501,mg/L,"VEGA, Literature set, NITE, ECHA"
1128,1102,"alga, daphnia",1.33,"",5.435,mg/L,ECHA
1129,8198,alga,"","",5.29,mg/L,ECHA
1130,8199,fish,"",319.959103110141,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
1131,8200,fish,"",0.413,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1132,8201,daphnia,8.02,"","",mg/L,ECHA
1133,8202,daphnia,2.9,"","",mg/L,ECHA
1134,8203,fish,"",22.0,"",mg/L,ECHA
1135,8204,"alga, daphnia",17.0,"",52.0,mg/L,ECHA
1136,8205,daphnia,12.43,"","",mg/L,ECHA
1137,8206,fish,"",7.5,"",mg/L,ECHA
1138,1112,"alga, daphnia",52.0,"",63.5,mg/L,ECHA
1139,8207,"alga, daphnia, fish",30.1,6.25,20.5,mg/L,ECHA
1140,8208,"alga, daphnia, fish",78.0,32.0,58.0,mg/L,ECHA
1141,8209,fish,"",6.3,"",mg/L,"ECOTOX, ECHA"
1142,8210,daphnia,1.4,"","",mg/L,ECHA
1143,8211,fish,"",559.0,"",mg/L,ECHA
1144,8212,daphnia,2.313851008,"","",mg/L,ECOTOX
1145,8213,daphnia,2.8043408,"","",mg/L,ECOTOX
1146,1109,"alga, daphnia, fish",5.6,15.033580778921,22.6,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
1147,8214,"daphnia, fish",4.1,3.45,"",mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1148,8215,fish,"",2.243,"",mg/L,"Literature set"
1149,1113,"alga, daphnia",1.1,"",0.83,mg/L,ECHA
1150,8216,alga,"","",1.14,mg/L,"Literature set"
1151,8217,"alga, daphnia",39.08,"",105.1,mg/L,ECHA
1152,8218,"daphnia, fish",0.008,0.029,"",mg/L,"VEGA, Literature set"
1153,4662,fish,"",36.1336533203939,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1154,6111,fish,"",5.14517130945005,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1155,8219,"alga, daphnia, fish",30.0,75.0,48.0,mg/L,"ECHA, ECOTOX"
1156,8220,daphnia,0.000579,"","",mg/L,EFSA
1157,8221,daphnia,16.0,"","",mg/L,ECHA
1158,8222,"alga, daphnia, fish",72.0,74.8766122301577,60.6,mg/L,"ECHA, NITE, VEGA, Literature set"
1159,8223,daphnia,0.381,"","",mg/L,ECHA
1160,8224,alga,"","",35.0,mg/L,ECHA
1161,8225,alga,"","",29.5,mg/L,ECHA
1162,8226,alga,"","",12.0,mg/L,ECHA
1163,8227,"alga, fish","",18.0,37.2,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1164,8228,daphnia,21.0,"","",mg/L,ECHA
1165,8229,fish,"",6.54984208805479,"",mg/L,OASIS
1166,8230,daphnia,2.4,"","",mg/L,ECHA
1167,8231,daphnia,1.68,"","",mg/L,EFSA
1168,1121,"alga, daphnia, fish",4.13,11.9781176142784,10.3,mg/L,"ECHA, OASIS"
1169,8232,fish,"",1.47,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1170,8233,fish,"",1.07,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1171,8234,alga,"","",0.1,mg/L,ECHA
1172,8235,"alga, fish","",19.0,16.06,mg/L,ECHA
1173,8236,alga,"","",65.0,mg/L,ECHA
1174,5574,daphnia,49.89,"","",mg/L,ECHA
1175,4524,"alga, daphnia",7.9,"",5.57,mg/L,ECHA
1176,8237,"daphnia, fish",0.057,0.1,"",mg/L,"Aquatic ECETOC(11), VEGA, Literature set"
1177,8238,daphnia,0.011,"","",mg/L,"Literature set"
1178,1127,fish,"",15.2,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1179,8239,"alga, fish","",51.0,43.73,mg/L,"ECHA, NITE, Literature set, VEGA"
1180,4469,"alga, daphnia",4.0,"",7.218,mg/L,ECHA
1181,8240,daphnia,2.2,"","",mg/L,ECHA
1182,8241,fish,"",5.6,"",mg/L,"ECOTOX, ECHA(16)"
1183,1130,"alga, fish","",7.90518200674551,7.4,mg/L,"ECHA, OASIS"
1184,1132,fish,"",0.838,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1185,8242,fish,"",5.61,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1186,8243,"alga, daphnia",9.63,"",28.8,mg/L,ECHA
1187,8244,"alga, daphnia, fish",3.5,5.56514827322041,4.9,mg/L,"NITE, VEGA, Literature set"
1188,8245,"alga, daphnia",1.2,"",1.6,mg/L,ECHA
1189,8246,fish,"",1.819,"",mg/L,ECHA
1190,8247,"alga, daphnia, fish",89.298,104.0,29.365,mg/L,"ECHA, VEGA, Literature set"
1191,8248,"alga, daphnia, fish",25.5,14.1,41.3,mg/L,ECHA
1192,8249,fish,"",1.5,"",mg/L,ECOTOX
1193,8250,fish,"",3.235,"",mg/L,ECHA(16)
1194,8251,alga,"","",14.7,mg/L,ECHA
1195,4115,"alga, daphnia, fish",0.05,1.496,55.038,mg/L,"VEGA, Literature set, ECHA, NITE"
1196,8252,fish,"",0.22,"",mg/L,ECHA
1197,8253,"alga, daphnia",49.0,"",24.0,mg/L,"NITE, Literature set"
1198,8254,fish,"",113.808453972871,"",mg/L,"OASIS, ECOTOX, VEGA, Literature set"
1199,8255,"alga, daphnia",0.043,"",0.07025,mg/L,ECHA
1200,8256,alga,"","",0.507,mg/L,ECHA
1201,8257,"alga, fish","",0.165,1.09,mg/L,"ECHA, ECHA(14)"
1202,8258,"alga, fish","",0.165,1.09,mg/L,"ECHA, ECHA(14)"
1203,8259,fish,"",0.73,"",mg/L,ECHA
1204,8260,fish,"",0.62,"",mg/L,ECOTOX
1205,8261,"alga, fish","",2.12,0.41475,mg/L,ECHA
1206,8262,"alga, daphnia, fish",1.54,1.775,4.5,mg/L,ECHA
1207,8263,alga,"","",0.016,mg/L,"Literature set"
1208,8264,fish,"",21.0,"",mg/L,ECOTOX
1209,8265,daphnia,1.1,"","",mg/L,ECHA
1210,8266,"alga, daphnia",0.09,"",0.731,mg/L,ECHA
1211,1138,"alga, fish","",1.5,1.9,mg/L,"NITE, VEGA, Literature set"
1212,8267,"alga, daphnia, fish",0.21,0.35,0.18,mg/L,ECHA
1213,8268,"alga, fish","",44.5,13.5,mg/L,"ECHA, NITE, ECOTOX"
1214,8269,fish,"",0.718,"",mg/L,ECHA
1215,1139,"alga, daphnia, fish",1.17,1.775,4.5,mg/L,"ECHA, OASIS"
1216,8270,alga,"","",0.475,mg/L,"Literature set"
1217,8271,fish,"",1.18,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
1218,8272,fish,"",0.515,"",mg/L,ECHA
1219,8273,"daphnia, fish",0.38,2.6,"",mg/L,"ECHA, NITE, Literature set"
1220,8274,"alga, daphnia, fish",13.0,3.8,1.201,mg/L,"VEGA, Literature set, NITE"
1221,8275,fish,"",1.01286186203588,"",mg/L,OASIS
1222,8276,fish,"",0.604020636636378,"",mg/L,"ECOTOX, NITE, OASIS, EPAFHM, Literature set, ECHA"
1223,8277,"alga, daphnia",0.29,"",0.805,mg/L,ECHA
1224,8278,daphnia,8.91,"","",mg/L,ECHA
1225,8279,"daphnia, fish",7.46,5.04,"",mg/L,ECHA
1226,8280,alga,"","",0.122,mg/L,"Literature set"
1227,8281,daphnia,49.0,"","",mg/L,ECHA
1228,8282,"alga, daphnia, fish",6.54,8.36,0.723,mg/L,ECHA
1229,8283,daphnia,11.0,"","",mg/L,ECHA
1230,8284,"daphnia, fish",4.2,5.9,"",mg/L,ECHA
1231,8285,"alga, daphnia, fish",0.383,0.39,0.626,mg/L,ECHA
1232,8286,daphnia,1.0,"","",mg/L,ECHA
1233,8287,alga,"","",0.018,mg/L,"Literature set"
1234,8288,"alga, fish","",0.36,0.12,mg/L,"NITE, VEGA, Literature set"
1235,8289,"alga, daphnia",3.6,"",6.204,mg/L,"VEGA, Literature set"
1236,8290,daphnia,0.32,"","",mg/L,ECHA
1237,8291,daphnia,0.00236,"","",mg/L,"EFSA, Literature set"
1238,8292,"alga, fish","",0.097,0.374,mg/L,ECHA
1239,8293,fish,"",3.235,"",mg/L,ECHA(16)
1240,8294,daphnia,2.9,"","",mg/L,ECHA
1241,8295,"alga, daphnia",34.64,"",22.77,mg/L,ECHA
1242,8296,alga,"","",2.101,mg/L,"Literature set"
1243,8297,daphnia,0.485,"","",mg/L,"VEGA, Literature set"
1244,8298,"alga, daphnia",0.0614,"",0.407,mg/L,ECHA
1245,8299,alga,"","",0.6,mg/L,"Literature set"
1246,8300,fish,"",3.235,"",mg/L,ECHA(36)
1247,8301,"alga, daphnia",0.381,"",1.81,mg/L,ECHA
1248,8302,daphnia,0.028,"","",mg/L,ECHA
1249,8303,"alga, daphnia",1.16,"",1.915,mg/L,ECHA
1250,8304,daphnia,0.131,"","",mg/L,ECHA(12)
1251,8305,"daphnia, fish",0.016,0.079,"",mg/L,"ECHA, NITE, VEGA, Literature set"
1252,8306,"daphnia, fish",0.327,0.15,"",mg/L,ECHA
1253,8307,"alga, daphnia, fish",0.31,0.0594,0.523,mg/L,ECHA
1254,8308,"alga, fish","",0.063,0.078,mg/L,ECHA
1255,8309,"alga, daphnia, fish",0.037,0.064,0.075,mg/L,ECHA
1256,8310,fish,"",0.34,"",mg/L,ECHA
1257,8311,fish,"",1.4,"",mg/L,ECHA
1258,8312,alga,"","",0.063,mg/L,"Literature set"
1259,8313,fish,"",5.2,"",mg/L,ECHA
1260,8314,"daphnia, fish",0.98,0.32,"",mg/L,ECHA
1261,8315,"alga, daphnia",0.0665,"",0.0099,mg/L,"ECHA, ECHA(14)"
1262,1151,"daphnia, fish",0.39,5.7,"",mg/L,ECHA
1263,8316,"alga, fish","",0.2,0.00411,mg/L,"ECHA, NITE, ECOTOX"
1264,8317,alga,"","",0.076,mg/L,"Literature set"
1265,8318,fish,"",2.0,"",mg/L,ECHA
1266,8319,daphnia,0.157,"","",mg/L,ECHA
1267,8320,"alga, fish","",0.16,0.0269,mg/L,"ECHA, ECOTOX"
1268,8321,fish,"",3.505,"",mg/L,ECOTOX
1269,8322,"alga, fish","",2.845,0.52,mg/L,ECHA
1270,8323,daphnia,0.51,"","",mg/L,ECHA
1271,4206,"daphnia, fish",0.39,5.7,"",mg/L,ECHA
1272,8324,daphnia,0.14,"","",mg/L,"Aquatic ECETOC(11)"
1273,8325,daphnia,0.022,"","",mg/L,ECHA
1274,8326,daphnia,4.8,"","",mg/L,ECHA
