id,comp_id,species,daphnia_ec50,fish_lc50,algea_ec50,units,source
2831,2884,fish,"",58.4573230282809,"",mg/L,OASIS
2832,9426,"daphnia, fish",111.0,35.4,"",mg/L,ECOTOX
2833,9427,alga,"","",4000.0,mg/L,"Literature set"
2834,2887,alga,"","",147.0,mg/L,"Literature set"
2835,9428,"alga, daphnia, fish",848.786821754483,469.0,46.0,mg/L,"VEGA, Literature set"
2836,9429,fish,"",121.0,"",mg/L,ECHA
2837,9430,fish,"",95.6,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2838,9431,"alga, fish","",133.0,1.65,mg/L,"VEGA, Literature set"
2839,9432,daphnia,181.7,"","",mg/L,ECHA
2840,9433,fish,"",92.9404331547789,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2841,9434,fish,"",661.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2842,9435,"alga, daphnia, fish",24.0,395.0,44.0,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
2843,2875,"alga, daphnia, fish",37.0,101.0,87.0,mg/L,"VEGA, Literature set"
2844,2901,daphnia,43.8988586881791,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2845,9436,"alga, daphnia",150.0,"",16.47,mg/L,ECHA
2846,9437,alga,"","",6920.0,mg/L,"Literature set"
2847,9438,"alga, daphnia",660.0,"",480.0,mg/L,ECHA
2848,9439,alga,"","",61.55,mg/L,ECHA
2849,9440,alga,"","",7.425,mg/L,ECHA
2850,9441,alga,"","",1150.0,mg/L,"Literature set"
2851,9442,daphnia,70.2,"","",mg/L,ECHA
2852,9443,alga,"","",1000.433,mg/L,"Literature set"
2853,9444,alga,"","",32.2,mg/L,ECHA
2854,9445,daphnia,30.25,"","",mg/L,ECHA
2855,9446,daphnia,0.088,"","",mg/L,EFSA
2856,9447,daphnia,40.226,"","",mg/L,"Literature set"
2857,2908,"alga, daphnia",9.0,"",100.146,mg/L,"VEGA, Literature set, ECOTOX, NITE, OASIS"
2858,9448,daphnia,0.075,"","",mg/L,"Literature set"
2859,9449,fish,"",16.995,"",mg/L,"Literature set"
2860,9450,fish,"",40.6,"",mg/L,ECOTOX
2861,9451,daphnia,75.0,"","",mg/L,ECHA
2862,2996,"alga, fish","",25.0200070172095,62.1,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2863,2919,"alga, daphnia",2.15,"",0.022,mg/L,EFSA
2864,9452,"daphnia, fish",10.7,25.7,"",mg/L,ECHA
2865,9453,daphnia,6.84,"","",mg/L,ECHA
2866,9454,fish,"",160.5,"",mg/L,ECHA
2867,2998,"alga, daphnia, fish",36.0,33.0,29.3,mg/L,"ECHA, NITE, VEGA, Literature set"
2868,9455,daphnia,19.2,"","",mg/L,ECHA
2869,2910,alga,"","",1000.425,mg/L,"Literature set"
2870,3002,daphnia,35.0,"","",mg/L,ECHA
2871,9456,"alga, daphnia",31.0,"",35.0,mg/L,ECHA
2872,3693,"alga, daphnia",33.1,"",56.7,mg/L,ECHA
2873,9457,alga,"","",13.0,mg/L,"Literature set"
2874,9458,fish,"",80.8,"",mg/L,ECOTOX
2875,5631,daphnia,502.78,"","",mg/L,ECOTOX
2876,9459,"alga, daphnia, fish",28.9,7.6,22.31,mg/L,"ECHA, OASIS"
2877,9460,alga,"","",54.0,mg/L,"Literature set"
2878,9461,alga,"","",94.0,mg/L,"Literature set"
2879,9462,alga,"","",57.6,mg/L,"Literature set"
2880,9463,daphnia,170.0,"","",mg/L,ECHA
2881,9464,alga,"","",161.0,mg/L,"Literature set"
2882,9465,alga,"","",53.0,mg/L,ECHA
2883,9466,"alga, daphnia",7.71,"",12.68,mg/L,ECHA
2884,9467,"daphnia, fish",46.31,40.5,"",mg/L,ECHA
2885,3014,"daphnia, fish",19.8,71.0,"",mg/L,"ECHA, NITE, Literature set, VEGA"
2886,5152,daphnia,17.0,"","",mg/L,ECHA
2887,9468,alga,"","",217.0,mg/L,"Literature set"
2888,4634,alga,"","",519.0,mg/L,"Literature set"
2889,9469,alga,"","",59.0,mg/L,"Literature set"
2890,3016,daphnia,27.0,"","",mg/L,ECHA
2891,9470,"daphnia, fish",47.9,3100.0,"",mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2892,9471,"alga, daphnia",17.1,"",8.72,mg/L,ECHA
2893,9472,"alga, daphnia, fish",2.1,120.0,4.2,mg/L,"Literature set"
2894,3018,daphnia,37.35,"","",mg/L,ECHA
2895,9473,daphnia,42.54,"","",mg/L,ECHA
2896,5793,daphnia,42.54,"","",mg/L,ECHA
2897,9474,alga,"","",38.2,mg/L,ECHA
2898,3021,fish,"",681.18,"",mg/L,ECHA
2899,3022,daphnia,218.16,"","",mg/L,ECHA
2900,9475,alga,"","",50.8,mg/L,ECHA
2901,3023,"daphnia, fish",16.7,220.0,"",mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
2902,3026,"daphnia, fish",64.6,1014.0,"",mg/L,"ECHA, ECOTOX"
2903,3027,alga,"","",27.0,mg/L,NITE
2904,4692,"alga, daphnia",13.0,"",0.0815,mg/L,"NITE, Literature set"
2905,4513,fish,"",210.0,"",mg/L,"NITE, Literature set, VEGA"
2906,3028,"daphnia, fish",22.0,720.548,"",mg/L,"ECHA, Literature set"
2907,9476,daphnia,31.0,"","",mg/L,ECHA
2908,3029,"daphnia, fish",65.0,105.0,"",mg/L,"ECHA(10), NITE, ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
2909,9477,"alga, fish","",131.2,39.0,mg/L,ECHA
2910,3030,daphnia,189.0,"","",mg/L,ECHA
2911,9478,daphnia,75.0,"","",mg/L,ECHA
2912,9479,"alga, daphnia",2.75,"",19.7,mg/L,ECHA
2913,9480,daphnia,12.91,"","",mg/L,ECHA
2914,9481,daphnia,18.2,"","",mg/L,ECHA
2915,9482,fish,"",68.78,"",mg/L,ECOTOX
2916,9483,"alga, daphnia, fish",5.5,11.0,2.29,mg/L,"NITE, VEGA, Literature set"
2917,9484,daphnia,16.0,"","",mg/L,ECHA
2918,3006,"alga, daphnia, fish",15.2,87.7288940983007,30.05,mg/L,"ECHA, NITE, Literature set"
2919,9485,"alga, fish","",102.064090517726,208.929,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2920,9486,alga,"","",10.0,mg/L,ECHA
2921,9487,alga,"","",47.0,mg/L,ECHA
2922,9488,alga,"","",8.945,mg/L,ECHA
2923,3033,daphnia,52.0,"","",mg/L,ECHA
2924,9489,"alga, daphnia, fish",9.5,52.0,1.5,mg/L,"ECHA, NITE, VEGA, Literature set"
2925,9490,"alga, daphnia, fish",67.0,26.29,22.7,mg/L,ECHA
2926,3034,"alga, daphnia, fish",12.0,20.8,19.0,mg/L,"NITE, VEGA, Literature set"
2927,9491,"alga, daphnia, fish",1.3,1.0,0.084,mg/L,"NITE, VEGA, Literature set"
2928,9492,daphnia,2.68,"","",mg/L,ECHA
2929,9493,alga,"","",51.4,mg/L,ECHA
2930,9494,daphnia,5.8,"","",mg/L,ECHA
2931,9495,alga,"","",609.0,mg/L,"Literature set"
2932,9496,"alga, daphnia, fish",2.9,25.5,41.0,mg/L,ECHA
2933,9497,alga,"","",140.4,mg/L,EFSA
2934,9498,"alga, fish","",0.270638292284324,1.113,mg/L,"VEGA, Literature set"
2935,9499,"daphnia, fish",34.4,15.6,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set, ECOTOX(23), ECOTOX-EPA(39)"
2936,9500,fish,"",14.3,"",mg/L,ECOTOX
2937,9501,daphnia,0.952,"","",mg/L,EFSA
2938,2924,"alga, daphnia, fish",2.3,5.3,2.45,mg/L,"NITE, VEGA, Literature set"
2939,9502,"daphnia, fish",1.59,0.11,"",mg/L,ECHA
2940,9503,"daphnia, fish",2.07,1.08,"",mg/L,"EFSA, Literature set, ECOTOX"
2941,9504,fish,"",3.65810295270779,"",mg/L,"OASIS, Literature set"
2942,9505,fish,"",37.1,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2943,9506,"alga, daphnia",3.8,"",12.0,mg/L,ECHA
2944,9507,fish,"",0.057515,"",mg/L,ECOTOX
2945,9508,fish,"",0.047818,"",mg/L,ECOTOX
2946,9509,fish,"",0.063078,"",mg/L,ECOTOX
2947,9510,"daphnia, fish",0.191,0.141392193230628,"",mg/L,"VEGA, Literature set"
2948,9511,fish,"",12.0,"",mg/L,ECOTOX
2949,9512,alga,"","",516.0,mg/L,"Literature set"
2950,9513,alga,"","",3.6,mg/L,"Literature set"
2951,9514,"daphnia, fish",0.635934386467397,0.356539750405746,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2952,9515,fish,"",2.36186964165995,"",mg/L,"ECOTOX, OASIS, Literature set, VEGA"
2953,7061,"daphnia, fish",0.85,22.0,"",mg/L,"NITE, VEGA, Literature set"
2954,9516,"daphnia, fish",1.12,3.88634201560472,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2955,2925,"alga, daphnia, fish",1.8,1.89994735472054,6.7,mg/L,"NITE, VEGA, Literature set"
2956,9517,"alga, fish","",1.6,0.32,mg/L,ECHA
2957,9518,daphnia,44.9,"","",mg/L,ECHA
2958,9519,"alga, daphnia",5.17,"",82.4,mg/L,ECHA
2959,9520,fish,"",21.5098896539352,"",mg/L,"OASIS, Literature set"
2960,9521,alga,"","",110.6,mg/L,ECHA
2961,9522,"alga, daphnia",6.9,"",11.0,mg/L,"NITE, Literature set"
2962,9523,alga,"","",28.0,mg/L,"Literature set"
2963,9524,alga,"","",4.5,mg/L,"Literature set"
2964,9525,"alga, daphnia",3.806,"",3.088,mg/L,ECHA
2965,2943,fish,"",47.5,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2966,9526,fish,"",177.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2967,9527,fish,"",4.54122182468636,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2968,9528,alga,"","",487.0,mg/L,"Literature set"
2969,9529,"alga, daphnia, fish",1.7,37.0,30.0,mg/L,ECHA
2970,2923,"alga, daphnia, fish",0.916,0.607482447834884,0.854,mg/L,"VEGA, Literature set, ECHA, NITE"
2971,4375,"alga, daphnia, fish",0.35,20.7878357122043,13.5,mg/L,"ECHA, NITE, VEGA, Literature set"
2972,4176,"alga, daphnia, fish",0.1,7.56388149596983,4.6,mg/L,"NITE, VEGA, Literature set"
2973,9530,"alga, daphnia, fish",0.729887496581428,3.64,2.3,mg/L,"VEGA, Literature set"
2974,9531,alga,"","",88.6,mg/L,ECHA
2975,2953,"alga, daphnia, fish",0.049629571000378,32.4,2.65,mg/L,"NITE, VEGA, Literature set"
2976,9532,fish,"",28.6,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2977,5718,"alga, daphnia, fish",0.5,9.5,4.8,mg/L,"NITE, VEGA, Literature set"
2978,9533,fish,"",2.755,"",mg/L,ECHA
2979,9534,"alga, daphnia, fish",4.2,17.0,8.5,mg/L,"NITE, VEGA, Literature set"
2980,9535,fish,"",30.1134668877869,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2981,9536,daphnia,0.401,"","",mg/L,ECHA
2982,9537,fish,"",29.6354231139872,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2983,5351,"alga, fish","",40.0,21.8577535,mg/L,ECHA
2984,9538,"alga, fish","",100.0,129.4,mg/L,ECHA
2985,2956,"daphnia, fish",0.25,0.065950237267669,"",mg/L,"ECHA(12), NITE, Literature set, ECHA"
2986,2958,daphnia,0.42,"","",mg/L,ECHA
2987,9539,alga,"","",0.66,mg/L,"Literature set"
2988,9540,daphnia,4.15,"","",mg/L,ECHA
2989,9541,"alga, daphnia",7.6,"",11.85,mg/L,ECHA
2990,9542,"alga, daphnia, fish",2.2,35.9531174063161,5.0,mg/L,"NITE, VEGA, Literature set"
2991,9543,daphnia,3.36,"","",mg/L,ECHA
2992,9544,"alga, daphnia",6.49,"",36.5,mg/L,ECHA
2993,9545,alga,"","",0.623,mg/L,"Literature set"
2994,2961,alga,"","",21.7,mg/L,"ECHA, NITE"
2995,9546,"alga, daphnia, fish",2.9,1.9,1.9,mg/L,"NITE, VEGA, Literature set"
2996,9547,alga,"","",110.0,mg/L,ECHA
2997,9548,fish,"",8.56561961033822,"",mg/L,"OASIS, Literature set"
2998,9549,fish,"",7.4,"",mg/L,ECOTOX
2999,9550,daphnia,18.4,"","",mg/L,ECHA
3000,9551,daphnia,5.724,"","",mg/L,ECHA
3001,9552,alga,"","",8.48,mg/L,ECHA
3002,9553,alga,"","",825.0,mg/L,"Literature set"
3003,9554,daphnia,10.448,"","",mg/L,ECHA
3004,9555,daphnia,6.76,"","",mg/L,ECHA
3005,9556,"alga, daphnia, fish",0.46,0.35,2.05,mg/L,"NITE, VEGA, Literature set"
3006,9557,fish,"",535.7,"",mg/L,ECOTOX
3007,9558,alga,"","",191.0,mg/L,"Literature set"
3008,9559,daphnia,253.1,"","",mg/L,ECOTOX
3009,9560,alga,"","",2.7,mg/L,ECHA
3010,9561,"alga, daphnia",13.0,"",23.0,mg/L,"NITE, Literature set"
3011,9562,"alga, daphnia, fish",23.0,100.4,97.0,mg/L,"ECHA, ECOTOX, Literature set"
3012,9563,"alga, daphnia, fish",20.0,106.1,43.0,mg/L,"NITE, VEGA, Literature set"
3013,9564,"alga, daphnia, fish",1.05,0.51,0.945,mg/L,"NITE, ECOTOX, OASIS, VEGA, Literature set"
3014,9565,"alga, daphnia, fish",5.58424602982488,20.2751718586648,15.0,mg/L,"VEGA, Literature set"
3015,9566,alga,"","",92.96,mg/L,ECHA
3016,9567,fish,"",15.1,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
3017,9568,fish,"",100.0,"",mg/L,ECHA
3018,9569,alga,"","",56.1,mg/L,ECHA
3019,9570,alga,"","",113.2,mg/L,ECHA
3020,9571,daphnia,39.4,"","",mg/L,ECHA
3021,9572,daphnia,28.0,"","",mg/L,ECHA
3022,2975,"alga, daphnia, fish",0.84,3.9,0.465,mg/L,"NITE, VEGA, Literature set"
3023,9573,"alga, daphnia, fish",0.34,15.0,47.0,mg/L,"NITE, Literature set"
3024,4591,"alga, daphnia, fish",2.0,1065.0,24.0,mg/L,"NITE, ECHA"
3025,2942,"alga, daphnia, fish",0.267,120.0,67.7,mg/L,"ECHA, NITE, Literature set"
3026,9574,fish,"",9.12358613614191,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
3027,9575,"alga, fish","",27.363399186614,13.85,mg/L,"ECHA, OASIS, Literature set"
3028,9576,"alga, daphnia, fish",9.1,81.6233626,29.0,mg/L,"NITE, VEGA, Literature set"
3029,9577,"alga, daphnia, fish",3.8,17.0,2.1,mg/L,"NITE, VEGA, Literature set"
3030,9578,"alga, fish","",5.6,0.477,mg/L,"ECHA, NITE, Literature set"
3031,2968,"alga, daphnia, fish",0.08,75.5,75.5,mg/L,"NITE, ECOTOX, OASIS, VEGA, Literature set"
3032,9579,"alga, daphnia",1.882,"",3.38,mg/L,ECHA
3033,9580,fish,"",2.11376207533363,"",mg/L,"EPAFHM, Literature set, VEGA"
3034,9581,"alga, daphnia, fish",0.13,5.68,20.5,mg/L,"NITE, VEGA, Literature set"
3035,9582,"alga, daphnia, fish",0.26,75.0,34.0,mg/L,"NITE, Literature set"
3036,2927,"alga, daphnia, fish",1.4,24.0,0.96,mg/L,"NITE, VEGA, Literature set"
3037,2928,"daphnia, fish",0.57,0.67,"",mg/L,"NITE, Literature set"
3038,9583,alga,"","",8.2,mg/L,"Literature set"
3039,9584,"alga, daphnia, fish",10.0,19.47599724,44.0,mg/L,"NITE, VEGA, Literature set"
3040,2970,"alga, daphnia, fish",35.0,11.0,12.0,mg/L,"ECHA, NITE, Literature set"
3041,9585,"daphnia, fish",7.1,8.6,"",mg/L,"NITE, VEGA, Literature set"
3042,2973,"alga, daphnia, fish",14.5,3.4,30.0,mg/L,"ECHA, NITE, ECOTOX, Literature set"
3043,9586,alga,"","",1040.0,mg/L,"Literature set"
3044,2920,daphnia,131.99,"","",mg/L,"Literature set"
3045,9587,alga,"","",3.88,mg/L,ECHA
3046,9588,"alga, daphnia",0.53,"",100.111,mg/L,"Literature set, NITE"
3047,9589,daphnia,183.1,"","",mg/L,ECHA
3048,2980,fish,"",74.96,"",mg/L,ECHA
3049,2983,"alga, daphnia",10.698,"",47.0,mg/L,"Literature set"
3050,9590,"alga, daphnia",52.0,"",68.75,mg/L,"ECHA, NITE, Literature set"
3051,9591,daphnia,2.2,"","",mg/L,ECHA
3052,9592,daphnia,39.7,"","",mg/L,ECOTOX
3053,9593,alga,"","",52.0,mg/L,"Literature set"
3054,2988,alga,"","",23.0,mg/L,"Literature set"
3055,2995,"alga, fish","",243.0,65.0,mg/L,"NITE, Literature set"
3056,9594,daphnia,75.0,"","",mg/L,ECHA
3057,9595,"alga, daphnia",24.6,"",1.23,mg/L,ECHA
3058,2986,alga,"","",4.33,mg/L,ECHA
3059,9596,alga,"","",243.0,mg/L,"Literature set"
3060,9597,alga,"","",31.0,mg/L,"Literature set"
3061,9598,"alga, daphnia",17.0,"",98.6,mg/L,"ECHA, NITE"
3062,9599,daphnia,0.45,"","",mg/L,NITE
3063,9600,"alga, daphnia, fish",0.67,3.2285035353766,0.495,mg/L,"NITE, VEGA, Literature set"
3064,9601,"daphnia, fish",0.409,5.215,"",mg/L,"Literature set, ECOTOX"
3065,9602,alga,"","",596.0,mg/L,"Literature set"
3066,9603,alga,"","",11.0,mg/L,"Literature set"
3067,9604,"alga, daphnia, fish",3.0,11.0,4.48,mg/L,ECHA
3068,9605,fish,"",7.84,"",mg/L,"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
3069,3052,"daphnia, fish",9.1,3.65,"",mg/L,ECHA
3070,9606,"alga, daphnia",3.4,"",18.8,mg/L,ECHA
3071,9607,daphnia,1.9,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
3072,9608,alga,"","",0.39,mg/L,"Literature set"
3073,9609,daphnia,4.295,"","",mg/L,"Literature set"
3074,3058,alga,"","",2.001,mg/L,"Literature set"
3075,3063,"daphnia, fish",40.0,26.0,"",mg/L,ECHA
3076,9610,"daphnia, fish",71.6,18.0,"",mg/L,ECHA
3077,9611,alga,"","",0.3,mg/L,ECHA
3078,3066,"alga, daphnia, fish",3.6,6.25,1.6,mg/L,ECHA
3079,9612,daphnia,17.2,"","",mg/L,ECHA
3080,3062,"daphnia, fish",3.09,2.32,"",mg/L,"ECHA, ECOTOX"
3081,9613,alga,"","",3.6,mg/L,"Literature set"
3082,3872,fish,"",0.08,"",mg/L,"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
3083,9614,daphnia,5.95,"","",mg/L,ECHA
3084,9615,"daphnia, fish",6.784,14.9396348007143,"",mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
3085,9616,fish,"",103.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
3086,9617,daphnia,0.3582204022656,"","",mg/L,ECOTOX
3087,9618,"daphnia, fish",0.26,0.165,"",mg/L,"EFSA, ECOTOX, Literature set"
3088,9619,"alga, fish","",60.8,211.0,mg/L,"VEGA, Literature set"
3089,3078,"daphnia, fish",0.13,0.045060145349423,"",mg/L,"ECHA, OASIS"
3090,9620,daphnia,0.131,"","",mg/L,ECHA
3091,9621,daphnia,31.6,"","",mg/L,ECHA
3092,9622,daphnia,0.0280096195456,"","",mg/L,ECOTOX
3093,9623,"daphnia, fish",0.0261,0.0448,"",mg/L,ECHA
3094,9624,fish,"",1.163,"",mg/L,"VEGA, Literature set"
3095,9625,"daphnia, fish",3.84,0.87,"",mg/L,"Literature set, ECOTOX"
3096,9626,alga,"","",35.0,mg/L,ECHA
3097,9627,fish,"",23.1,"",mg/L,ECHA
3098,3092,fish,"",606.172366987771,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set"
3099,9628,"alga, daphnia, fish",20.0,29.0,19.0,mg/L,"NITE, VEGA, Literature set"
3100,9629,"alga, fish","",0.88,17.0,mg/L,ECHA
3101,9630,"alga, daphnia",2.5,"",7.77,mg/L,ECHA
3102,9631,daphnia,0.682,"","",mg/L,ECHA
3103,9632,daphnia,0.24,"","",mg/L,ECHA
3104,9633,fish,"",1.68,"",mg/L,ECHA
3105,9634,"daphnia, fish",0.18,0.17,"",mg/L,ECHA
3106,9635,"alga, daphnia, fish",59.0,55.0,172.0,mg/L,"ECHA, NITE, Literature set"
3107,9636,"alga, daphnia",10.3,"",1.2,mg/L,ECHA
3108,9637,"alga, daphnia",13.3,"",2.4,mg/L,ECHA
3109,3093,fish,"",1392.143,"",mg/L,"Literature set"
3110,9638,fish,"",19.25,"",mg/L,ECHA
3111,3096,fish,"",65.5,"",mg/L,ECHA
3112,9639,alga,"","",112.0,mg/L,ECHA
3113,9640,"alga, daphnia",0.09,"",20.5,mg/L,ECHA
3114,5548,daphnia,19.7237006705735,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
3115,9641,daphnia,5.3,"","",mg/L,ECHA
3116,9642,"alga, fish","",6.09,60.0,mg/L,ECHA
3117,3104,alga,"","",1930.0,mg/L,"Literature set"
3118,9643,daphnia,52.0,"","",mg/L,ECHA
3119,9644,"alga, fish","",99.919,150.1,mg/L,"VEGA, Literature set"
3120,9645,fish,"",4.31,"",mg/L,ECHA
3121,9646,alga,"","",65.3,mg/L,ECHA
3122,9647,alga,"","",90.5,mg/L,ECHA
3123,9648,daphnia,71.0,"","",mg/L,NITE
3124,9649,daphnia,0.00380932615,"","",mg/L,ECOTOX
3125,9650,"alga, daphnia",0.2308269144832,"",0.035,mg/L,"Literature set, ECOTOX"
3126,9651,"alga, daphnia",3.0,"",9.5,mg/L,ECHA
3127,9652,fish,"",9.11713624380907,"",mg/L,OASIS
3128,9653,fish,"",40.0,"",mg/L,ECHA
3129,3122,"alga, daphnia, fish",3.21,2.99,31.6,mg/L,"ECHA, OASIS, ECOTOX, VEGA, Literature set"
3130,3123,fish,"",256.630644634434,"",mg/L,"OASIS, Literature set, VEGA"
3131,9654,daphnia,0.573,"","",mg/L,ECHA
3132,3134,"daphnia, fish",8.7,9.20973349347073,"",mg/L,"NITE, VEGA, Literature set"
3133,3133,"alga, daphnia",20.0,"",1.6,mg/L,ECHA
3134,9655,"alga, fish","",29.7131645797977,33.0,mg/L,"VEGA, Literature set"
3135,9656,"alga, daphnia",9.2,"",6.1,mg/L,ECHA
3136,9657,"alga, fish","",4.63031852914731,4.183,mg/L,"VEGA, Literature set"
3137,9658,"alga, daphnia, fish",52.0,2.5,31.0,mg/L,ECHA
3138,9659,alga,"","",15.0,mg/L,"Literature set"
3139,5568,"daphnia, fish",0.16,0.464648186947272,"",mg/L,"ECHA, OASIS, Literature set"
3140,3594,alga,"","",11.0,mg/L,"Literature set"
3141,3126,"alga, daphnia, fish",9.0,10.1341559446092,32.0,mg/L,"NITE, VEGA, Literature set"
3142,9660,fish,"",0.02,"",mg/L,ECOTOX
3143,9661,"alga, daphnia",6.9,"",17.3,mg/L,ECHA
3144,9662,fish,"",16.4,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
3145,3128,fish,"",15.05,"",mg/L,"OASIS, ECOTOX, Literature set"
3146,4264,fish,"",38.8836806666036,"",mg/L,"OASIS, Literature set"
3147,9663,fish,"",30.0,"",mg/L,ECHA
3148,3149,"alga, daphnia, fish",7.8,9.99593615955067,2.4,mg/L,"NITE, VEGA, Literature set"
3149,3165,alga,"","",84.0,mg/L,"Literature set"
3150,9664,fish,"",53.7,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
3151,9665,"daphnia, fish",50.0,79.9317541517795,"",mg/L,"ECHA, EPAFHM, Literature set, VEGA"
3152,9666,fish,"",87.3424567771927,"",mg/L,"EPAFHM, Literature set, VEGA"
3153,9667,daphnia,14.0,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
3154,9668,fish,"",0.0725,"",mg/L,ECOTOX
3155,9669,daphnia,5.82026960203665,"","",mg/L,OASIS
3156,9670,fish,"",0.0285,"",mg/L,ECOTOX
3157,3108,"alga, daphnia",1000.0,"",785.0,mg/L,"NITE, Literature set"
3158,9671,alga,"","",163.0,mg/L,"Literature set"
3159,3742,fish,"",0.645,"",mg/L,"ECOTOX, Literature set, VEGA"
3160,9672,fish,"","","",mg/L,"Literature set"
3161,9673,"alga, daphnia",1.9,"",0.115,mg/L,"NITE, Literature set"
3162,9674,fish,"",3.653,"",mg/L,"Literature set"
3163,9675,fish,"",3.5,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
3164,9676,daphnia,7.7,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
3165,3113,daphnia,106.135,"","",mg/L,"VEGA, Literature set"
3166,9677,alga,"","",390.0,mg/L,"Literature set"
3167,3117,"daphnia, fish",13.5,56.0,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
3168,9678,daphnia,4.4,"","",mg/L,ECHA
3169,9679,fish,"",95.5,"",mg/L,ECHA
3170,9680,daphnia,20.0,"","",mg/L,"ECOTOX, VEGA, Literature set"
3171,9681,"daphnia, fish",4.7,26.1,"",mg/L,"ECHA, ECOTOX"
3172,9682,fish,"",42.9,"",mg/L,ECOTOX
3173,9683,"daphnia, fish",355.9,376.4,"",mg/L,ECOTOX
3174,9684,"daphnia, fish",254.4,69.0,"",mg/L,"ECOTOX, Literature set"
3175,9685,"alga, daphnia",13.0,"",13.0,mg/L,ECHA
3176,9686,fish,"",2010.101,"",mg/L,"Literature set"
3177,9687,fish,"",321.6,"",mg/L,ECOTOX
3178,9688,fish,"",32.0,"",mg/L,ECOTOX
3179,9689,daphnia,80.93,"","",mg/L,ECOTOX
3180,9690,daphnia,201.85,"","",mg/L,ECOTOX
3181,9691,fish,"",32.0,"",mg/L,ECOTOX
3182,9692,alga,"","",12.0,mg/L,"ECHA(10), Aquatic ECETOC"
3183,9693,"alga, daphnia, fish",15.0,27.0,19.0,mg/L,"NITE, VEGA, Literature set"
3184,9694,daphnia,93.2,"","",mg/L,ECHA
3185,9695,daphnia,19.948,"","",mg/L,"VEGA, Literature set"
3186,9696,fish,"",1.7,"",mg/L,ECOTOX
3187,9697,alga,"","",22.0,mg/L,ECHA
3188,9698,daphnia,92.0,"","",mg/L,ECHA
3189,9699,"daphnia, fish",47.0,222.0,"",mg/L,"ECHA, NITE, Literature set, ECHA(18)"
3190,9700,daphnia,0.83,"","",mg/L,ECOTOX
3191,9701,daphnia,8.45,"","",mg/L,ECOTOX
3192,9702,"alga, daphnia, fish",42.81,4.951,74.35,mg/L,"ECHA, Literature set"
3193,9703,daphnia,32.0,"","",mg/L,ECHA
3194,9704,"alga, daphnia, fish",51.0,41.0,65.0,mg/L,"ECHA, NITE, VEGA, Literature set"
3195,9705,"daphnia, fish",42.0,103.0,"",mg/L,"ECHA, Literature set"
3196,9706,daphnia,98.8,"","",mg/L,ECHA
3197,9707,alga,"","",31.19,mg/L,ECHA
3198,9708,daphnia,0.06,"","",mg/L,ECOTOX
3199,9709,daphnia,3.52,"","",mg/L,ECOTOX
3200,9710,"alga, fish","",1514.82443853819,153.44,mg/L,"ECHA, Literature set, VEGA"
3201,9711,"alga, daphnia",70.7,"",59.3,mg/L,ECHA
3202,9712,fish,"",32.0,"",mg/L,ECOTOX
3203,9713,"alga, daphnia",63.0,"",46.8,mg/L,ECHA
3204,9714,alga,"","",28.0,mg/L,ECHA
