,species,smiles,MIC,units,censoring,molecular_weight,assay_parameters,source,source_journal
459,Escherichia coli,CCO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CC1/C(N)=N\OCC,2.772588722239781,log(ug/mL),'=',532.48,,Scientific Literature,Eur. J. Med. Chem.
460,Escherichia coli,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(CNC5CCCNC5=O)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,2.0794415416798357,log(ug/mL),'>',823.94,,Scientific Literature,Eur J Med Chem
461,Escherichia coli,O=C(NNC(=O)c1cc([N+](=O)[O-])c[nH]1)Nc1ccccc1,1.1394342831883648,log(ug/mL),'=',289.25,,Scientific Literature,Bioorg. Med. Chem. Lett.
462,Escherichia coli,S=c1[nH]nc(-c2cccs2)n1-c1ccccc1,2.4849066497880004,log(ug/mL),'=',259.36,,Scientific Literature,Eur. J. Med. Chem.
463,Escherichia coli,O=c1cc(NC[C@@H](O)CN2CCN(c3nccc4ccc(F)cc34)CC2)c2ccccc2o1,0.6931471805599453,log(ug/mL),'=',448.50,,Scientific Literature,J Med Chem
464,Escherichia coli,Cc1nc2ccc(OCc3cn(-c4ccc(Cl)cc4)nn3)cc2c(=O)n1-c1ccccc1,4.1588830833596715,log(ug/mL),'>',443.89,,Scientific Literature,Eur J Med Chem
465,Escherichia coli,Cc1nc2ccc(OCc3cn(-c4cccc(Cl)c4)nn3)cc2c(=O)n1Cc1ccccc1,4.1588830833596715,log(ug/mL),'>',457.92,,Scientific Literature,Eur J Med Chem
466,Escherichia coli,COc1ccc(NC(=S)NNC(=O)c2cc([N+](=O)[O-])c[nH]2)cc1,0.44468582126144574,log(ug/mL),'=',335.35,,Scientific Literature,Bioorg. Med. Chem. Lett.
467,Escherichia coli,Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=O)NC1CCCC1,0.44468582126144574,log(ug/mL),'=',295.30,,Scientific Literature,Bioorg. Med. Chem. Lett.
468,Escherichia coli,CC(=O)NCC(=O)N[C@H]1[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5C[C@@H]6O[C@]7(CC[C@@H](C)CO7)[C@@H](C)[C@@H]6[C@@]5(C)CC[C@@H]43)C2)O[C@H](CO)[C@@H](O)[C@@H]1O,4.852030263919617,log(ug/mL),'>',674.88,,Scientific Literature,Bioorg Med Chem
469,Escherichia coli,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6NC(=O)CN)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2,4.852030263919617,log(ug/mL),'>',632.84,,Scientific Literature,Bioorg Med Chem
470,Escherichia coli,Cc1ccc(-n2nc(C)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)c2Oc2ccc(Cl)cc2)cc1,1.1378330018213911,log(ug/mL),'>=',507.94,,Scientific Literature,Eur J Med Chem
471,Escherichia coli,Cc1ccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1,3.591817741270805,log(ug/mL),'=',352.40,,Scientific Literature,Bioorg. Med. Chem. Lett.
472,Escherichia coli,C[C@@](CCN1Cc2cc(C#CC#CC3(F)CNC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,0.0,log(ug/mL),'=',436.47,,Scientific Literature,J Med Chem
473,Escherichia coli,C[C@@](CCN1Cc2cc(C#CC#C[C@H]3C[C@@H]3[C@@H](O)CO)cn2C1=O)(C(=O)NO)S(C)(=O)=O,-0.6931471805599453,log(ug/mL),'=',463.51,,Scientific Literature,J Med Chem
474,Escherichia coli,C[C@@](CCN1Cc2cc(C#CC#C[C@@H]3C[C@H]3[C@H](O)CO)cn2C1=O)(C(=O)NO)S(C)(=O)=O,-1.3862943611198906,log(ug/mL),'=',463.51,,Scientific Literature,J Med Chem
475,Escherichia coli,C/C(=N\NC(=N)N)c1cnn(-c2ccc(C#CC3CCCCC3)cc2)c1C,1.3862943611198906,log(ug/mL),'=',362.48,,Scientific Literature,J Med Chem
476,Escherichia coli,Cc1nn(-c2ccccc2)c(Oc2ccc(F)cc2)c1/C=N/NC(=O)Cn1c([N+](=O)[O-])cnc1C,1.1378330018213911,log(ug/mL),'>=',477.46,,Scientific Literature,Eur J Med Chem
477,Escherichia coli,C=C[C@]1(C)C[C@@H](OC(=O)CSc2ccccc2NC(=O)CN2CCN(c3ccccc3F)CC2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,3.4657359027997265,log(ug/mL),'>',705.94,,Scientific Literature,Eur J Med Chem
478,Escherichia coli,CC(=O)OCCn1ccn2cc([N+](=O)[O-])nc2c1=O,3.4657359027997265,log(ug/mL),'>',266.21,,Scientific Literature,J Med Chem
479,Escherichia coli,O=C(CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)NCCOCCOCCNC(=O)CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,3.4657359027997265,log(ug/mL),'=',890.94,,Scientific Literature,Bioorg. Med. Chem. Lett.
480,Escherichia coli,Cc1cc(NC(=O)CSc2ccccc2)no1,5.991464547107982,log(ug/mL),'=',248.31,,Scientific Literature,Med Chem Res
481,Escherichia coli,Cc1cc(NC(=O)CSc2nc3ccccc3s2)no1,5.991464547107982,log(ug/mL),'=',305.38,,Scientific Literature,Med Chem Res
482,Escherichia coli,COc1ccc(Br)c(C(=O)NN2C(=O)CSC2c2ccccc2Cl)c1,2.5257286443082556,log(ug/mL),'=',441.73,,Scientific Literature,Med Chem Res
483,Escherichia coli,COc1ccc(Br)c(C(=O)N/N=C\c2ccc(O)cc2)c1,2.5257286443082556,log(ug/mL),'=',349.18,,Scientific Literature,Med Chem Res
484,Escherichia coli,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@@]21C)OS(=O)(=O)O.O=C(O)C(F)(F)F,2.4849066497880004,log(ug/mL),'=',742.00,,Scientific Literature,Bioorg. Med. Chem. Lett.
485,Escherichia coli,COc1ccc(C2SCC(=O)N2NC(=O)c2cc(OC)ccc2Br)c(OC)c1,2.5257286443082556,log(ug/mL),'=',467.34,,Scientific Literature,Med Chem Res
486,Escherichia coli,COc1ccc(Br)c(C(=O)N/N=C\c2ccc(-c3ccccc3)cc2)c1,3.2188758248682006,log(ug/mL),'=',409.28,,Scientific Literature,Med Chem Res
487,Escherichia coli,O=C(NCCn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc2c1=O)Nc1ccc(C(F)(F)F)cc1,4.248495242049359,log(ug/mL),'=',497.43,,Scientific Literature,Med Chem Res
488,Escherichia coli,O=C(NCCn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc2c1=O)Nc1ccccc1,4.248495242049359,log(ug/mL),'=',429.44,,Scientific Literature,Med Chem Res
489,Escherichia coli,Cc1cc(NC(=O)CSc2nc[nH]n2)no1,5.991464547107982,log(ug/mL),'=',239.26,,Scientific Literature,Med Chem Res
490,Escherichia coli,O=C(NCCn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc2c1=O)NC1CCCCC1,4.248495242049359,log(ug/mL),'=',435.48,,Scientific Literature,Med Chem Res
491,Escherichia coli,O=c1cc(-c2ccco2)oc2cc3oc(-c4ccco4)cc(=O)c3cc12,3.2188758248682006,log(ug/mL),'=',346.29,,Scientific Literature,Med Chem Res
492,Escherichia coli,COc1ccc(/C=N/NC(=O)c2cnc3c(C(F)(F)F)cccc3c2O)cc1,-0.916290731874155,log(ug/mL),'=',389.33,,Scientific Literature,Eur. J. Med. Chem.
493,Escherichia coli,CCCCCCNC[C@H]1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](N)[C@@H]1O.Cl.Cl.Cl.Cl.Cl,5.545177444479562,log(ug/mL),'=',749.99,,Scientific Literature,Eur J Med Chem
494,Escherichia coli,Cc1nn(-c2ccccc2)c(Oc2ccc(Cl)cc2)c1/C=N/NC(=O)Cn1c([N+](=O)[O-])cnc1C,1.1378330018213911,log(ug/mL),'>=',493.91,,Scientific Literature,Eur J Med Chem
495,Escherichia coli,FC(F)(F)c1cccc2c(Cl)c(-c3nnc(S)n3Cc3ccccc3)cnc12,3.912023005428146,log(ug/mL),'=',420.85,,Scientific Literature,Eur. J. Med. Chem.
496,Escherichia coli,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4ccc(NC(=S)NCc5ccccc5)cc4F)CC3)cc21,0.6418538861723947,log(ug/mL),'<',577.66,,Scientific Literature,Eur. J. Med. Chem.
497,Escherichia coli,C/C=C(\C(C)C)[C@H](O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(O)CC3=CC[C@]12C,4.8283137373023015,log(ug/mL),'>',604.87,,Scientific Literature,J Nat Prod
498,Escherichia coli,Nc1nc2ccc(F)cc2s1,6.238324625039508,log(ug/mL),'>',168.20,,Scientific Literature,Eur. J. Med. Chem.
499,Escherichia coli,O=C1COc2ccc(Cl)cc2N1C1CCCCC1,4.852030263919617,log(ug/mL),'=',265.74,,Scientific Literature,Med Chem Res
500,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1.3862943611198906,log(ug/mL),'=',331.35,,Scientific Literature,J Med Chem
501,Escherichia coli,COCCn1c(S)nnc1-c1cnc2c(C(F)(F)F)cccc2c1NCCC(C)(C)C,3.912023005428146,log(ug/mL),'=',453.53,,Scientific Literature,Eur. J. Med. Chem.
502,Escherichia coli,CCCCCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,2.747270914255491,log(ug/mL),'=',856.09,,Scientific Literature,Eur. J. Med. Chem.
503,Escherichia coli,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1ccc([N+](=O)[O-])cc1,3.2188758248682006,log(ug/mL),'=',332.28,,Scientific Literature,Bioorg. Med. Chem.
504,Escherichia coli,CC/C=C1/C=CC(=O)[C@@H](O)[C@]12C(=O)N(OC)[C@@](C)(OC)[C@@H]2O,4.605170185988092,log(ug/mL),'>',311.33,,Scientific Literature,J Nat Prod
505,Escherichia coli,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2cn(Cc3cccc4ccccc34)nn2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,4.1588830833596715,log(ug/mL),'=',1272.61,,Scientific Literature,J Med Chem
506,Escherichia coli,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,6.238324625039508,log(ug/mL),'>',278.44,,Scientific Literature,Eur J Med Chem
507,Escherichia coli,N[C@@H]1CO[C@@H]1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,2.0794415416798357,log(ug/mL),'=',564.62,,Scientific Literature,Bioorg. Med. Chem. Lett.
508,Escherichia coli,CC(Cc1cn(Cc2ccccc2)nn1)(OCc1cn(Cc2ccccc2)nn1)c1ccc(S(=O)(=O)c2ccccc2)cc1,5.298317366548036,log(ug/mL),'=',604.74,,Scientific Literature,Eur. J. Med. Chem.
509,Escherichia coli,O=C(CNc1nc(NCC(=O)N/N=C/c2ccc(Cl)cc2)nc(Nc2ccc(-c3ccc(Nc4nc(NCC(=O)N/N=C/c5ccc(Cl)cc5)nc(NCC(=O)N/N=C/c5ccc(Cl)cc5)n4)cc3)cc2)n1)N/N=C/c1ccc(Cl)cc1,2.5257286443082556,log(ug/mL),'=',1180.91,,Scientific Literature,Eur J Med Chem
510,Escherichia coli,O=c1cc(OCC(O)CN2CCN(c3ccccc3)CC2)c2ccccc2o1,3.912023005428146,log(ug/mL),'>',380.44,,Scientific Literature,Bioorg. Med. Chem.
511,Escherichia coli,Cc1ccc(N2CCN(CC(O)COc3cc(=O)oc4ccccc34)CC2)c(C)c1,3.912023005428146,log(ug/mL),'>',408.50,,Scientific Literature,Bioorg. Med. Chem.
512,Escherichia coli,CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1,2.0794415416798357,log(ug/mL),'=',452.56,,Scientific Literature,MedChemComm
513,Escherichia coli,O=c1cc(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)c2ccccc2o1,3.6985822295753215,log(ug/mL),'=',398.43,,Scientific Literature,Bioorg. Med. Chem.
514,Escherichia coli,O=C(Cn1ccn2cc([N+](=O)[O-])nc2c1=O)N1CCOCC1,3.4657359027997265,log(ug/mL),'>',307.27,,Scientific Literature,J Med Chem
515,Escherichia coli,O=C(CSc1nnnn1-c1ccccc1)N/N=c1/scc(-c2ccc(F)cc2)n1-c1ccccc1,5.521460917862246,log(ug/mL),'=',503.59,,Scientific Literature,Eur. J. Med. Chem.
516,Escherichia coli,COc1cc(Nc2nnc(-c3ccc(S(=O)(=O)c4ccccc4)cc3)s2)cc(OC)c1OC,4.852030263919617,log(ug/mL),'=',483.57,,Scientific Literature,Eur. J. Med. Chem.
517,Escherichia coli,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0.6931471805599453,log(ug/mL),'=',585.61,,Scientific Literature,Eur. J. Med. Chem.
518,Escherichia coli,CCCCCCCCCn1n[n+](C)c2c1C(=O)c1ccccc1C2=O.[Cl-],4.1588830833596715,log(ug/mL),'=',375.90,,Scientific Literature,Bioorg. Med. Chem. Lett.
519,Escherichia coli,O=c1nc(NC[C@@H](O)CN2CCN(c3nccc4ccc(F)cc34)CC2)c2ccccc2o1,1.3862943611198906,log(ug/mL),'=',449.49,,Scientific Literature,J Med Chem
520,Escherichia coli,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)CC)N(C(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](N)CCCNC(=N)N)C(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,4.1588830833596715,log(ug/mL),'=',3698.65,,Scientific Literature,Eur J Med Chem
521,Escherichia coli,CCCCCCCCCCC/C(NCCCOC(C)C)=C1/C(=O)N[C@@H](CCCC(=O)NCCCOC(C)C)C1=O,3.4657359027997265,log(ug/mL),'>',565.84,,Scientific Literature,Bioorg. Med. Chem. Lett.
522,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-2.995732273553991,log(ug/mL),'=',331.35,,Scientific Literature,Eur. J. Med. Chem.
523,Escherichia coli,N[C@H]1CO[C@@H]1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1.3862943611198906,log(ug/mL),'=',564.62,,Scientific Literature,Bioorg. Med. Chem. Lett.
524,Escherichia coli,COc1cc(-n2c(/C=C/c3ccc(C#N)cc3)nc3ncccc3c2=O)cc(OC)c1OC,4.1588830833596715,log(ug/mL),'>',440.46,,Scientific Literature,Eur J Med Chem
525,Escherichia coli,N#Cc1ccc(/C=C/c2nc3ncccc3c(=O)n2-c2ccc3c(c2)OCCO3)cc1,4.1588830833596715,log(ug/mL),'>',408.42,,Scientific Literature,Eur J Med Chem
526,Escherichia coli,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,3.2188758248682006,log(ug/mL),'=',349.41,,Scientific Literature,Eur J Med Chem
527,Escherichia coli,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1.3862943611198906,log(ug/mL),'=',484.50,,Scientific Literature,Eur J Med Chem
528,Escherichia coli,NCCC[C@H](N)CNC(CCc1ccccc1)CCc1ccccc1,3.2188758248682006,log(ug/mL),'=',339.53,,Scientific Literature,Eur J Med Chem
529,Escherichia coli,Fc1ccc(CN(CCn2ccnc2)CCn2ccnc2)c(F)c1,4.1588830833596715,log(ug/mL),'=',331.37,,Scientific Literature,Eur. J. Med. Chem.
530,Escherichia coli,Cl.Fc1ccc(CN(CCn2cncn2)CCn2cncn2)c(F)c1,4.1588830833596715,log(ug/mL),'=',369.81,,Scientific Literature,Eur. J. Med. Chem.
531,Escherichia coli,COc1ccc(-c2cs/c(=N/NC(=O)CSc3nncn3C)n2-c2ccccc2)cc1,5.521460917862246,log(ug/mL),'=',452.57,,Scientific Literature,Eur. J. Med. Chem.
532,Escherichia coli,O=C1COc2cc(O)c(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,2.772588722239781,log(ug/mL),'=',523.52,,Scientific Literature,Bioorg. Med. Chem. Lett.
533,Escherichia coli,CC(C)=CCC/C(C)=C/CCC(C)(O)C1Cc2c(O)c(C=O)c(C)c(Cl)c2O1,4.1588830833596715,log(ug/mL),'=',406.95,,Scientific Literature,J. Nat. Prod.
534,Escherichia coli,Cc1nc2ccccc2n1C(=O)/C=C/c1ccc([N+](=O)[O-])cc1,4.852030263919617,log(ug/mL),'>',307.31,,Scientific Literature,Eur. J. Med. Chem.
535,Escherichia coli,CCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCCCCCCCCCC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,6.238324625039508,log(ug/mL),'>',950.45,,Scientific Literature,Bioorg Med Chem
536,Escherichia coli,CC/C=C/[C@H]1C/C=C/C=C\[C@H](O)C[C@@H](O)[C@@H](C)/C=C/C[C@@H](C)/C=C/C=C(C)/C=C/C(=O)O1,2.995732273553991,log(ug/mL),'>',440.62,,Scientific Literature,J. Nat. Prod.
537,Escherichia coli,C[C@H]1Cn2cc(-c3c(F)cc4c5c3OC[C@H](C)N5CC(C(=O)O)C4=O)cc2CN1,1.3862943611198906,log(ug/mL),'=',399.42,,Scientific Literature,Bioorg. Med. Chem. Lett.
538,Escherichia coli,FC(F)(F)c1cc(N/N=C/c2cocc2Br)c2cccc(C(F)(F)F)c2n1,3.912023005428146,log(ug/mL),'=',452.15,,Scientific Literature,Eur. J. Med. Chem.
539,Escherichia coli,Cc1nc(N)sc1C(=O)Nc1ccc(F)cc1,3.912023005428146,log(ug/mL),'=',251.29,,Scientific Literature,Eur. J. Med. Chem.
540,Escherichia coli,N#Cc1ccc(/C=C/c2nc3ccc(OCc4cn(-c5ccc(F)c(Cl)c5)nn4)cc3c(=O)n2Cc2ccccc2)cc1,4.1588830833596715,log(ug/mL),'>',589.03,,Scientific Literature,Eur J Med Chem
541,Escherichia coli,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)CC)N(C(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](N)CCCNC(=N)N)C(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CSC1CC(=O)N(CC2CCC(C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)CC2)C1=O)C(N)=O,2.772588722239781,log(ug/mL),'=',4462.64,,Scientific Literature,Eur J Med Chem
542,Escherichia coli,COc1ccc(-c2nc3ccccc3c(-c3ccccc3)c2Sc2cc3ccccc3oc2=O)cc1,3.2188758248682006,log(ug/mL),'=',487.58,,Scientific Literature,Med Chem Res
543,Escherichia coli,O=c1oc2ccccc2cc1Sc1c(-c2ccccc2)nc2ccccc2c1-c1ccccc1,3.2188758248682006,log(ug/mL),'=',457.55,,Scientific Literature,Med Chem Res
544,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-0.2231435513142097,log(ug/mL),'<',331.35,,Scientific Literature,Eur. J. Med. Chem.
545,Escherichia coli,CCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,4.852030263919617,log(ug/mL),'=',682.99,,Scientific Literature,Antimicrob. Agents Chemother.
546,Escherichia coli,C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(N)=O,4.1588830833596715,log(ug/mL),'=',2049.45,,Scientific Literature,J Med Chem
547,Escherichia coli,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0.6931471805599453,log(ug/mL),'=',585.61,,Scientific Literature,J Med Chem
548,Escherichia coli,Cc1nc2c([nH]1)CCCCCCCCC[C@@H](C)OC(=O)/C=C/2,4.1588830833596715,log(ug/mL),'>',304.43,,Scientific Literature,Bioorg. Med. Chem. Lett.
549,Escherichia coli,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,4.605170185988092,log(ug/mL),'=',323.13,,Scientific Literature,Med Chem Res
550,Escherichia coli,CC(=O)c1cc(C(C)=O)c(OC(=O)c2ccccc2[N+](=O)[O-])cc1OC(=O)c1ccccc1[N+](=O)[O-],4.605170185988092,log(ug/mL),'>',492.40,,Scientific Literature,Med Chem Res
551,Escherichia coli,CN(C)c1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1C(F)(F)F,2.0794415416798357,log(ug/mL),'=',556.59,,Scientific Literature,Bioorg. Med. Chem. Lett.
552,Escherichia coli,Cc1cc(O)c2c(c1)C(=O)c1c(Cl)c(O)c(I)c(O)c1C2=O,5.545177444479562,log(ug/mL),'>',430.58,,Scientific Literature,J. Med. Chem.
553,Escherichia coli,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OCc3ccc4ccccc4c3)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1OCc1ccc2ccccc2c1,4.852030263919617,log(ug/mL),'=',602.73,,Scientific Literature,J. Med. Chem.
554,Escherichia coli,N#Cc1ccc(/C=C/c2nc3ncccc3c(=O)n2-c2ccc(S)cc2)cc1,4.1588830833596715,log(ug/mL),'>',382.45,,Scientific Literature,Eur J Med Chem
555,Escherichia coli,NCCN1CCN(c2c(-c3nnc(S)n3Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)CC1,1.8325814637483102,log(ug/mL),'=',513.59,,Scientific Literature,Eur. J. Med. Chem.
556,Escherichia coli,NCC[C@H](N)CCNC(=O)C(CCc1ccccc1)CCc1ccccc1,5.298317366548036,log(ug/mL),'=',367.54,,Scientific Literature,Bioorg Med Chem
557,Escherichia coli,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(OC)C[C@@H](C)[C@H](O)[C@H](C)CN(C)C[C@@H](COCc3cn(-c4cccc(C(F)(F)F)c4)nn3)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,4.852030263919617,log(ug/mL),'=',960.14,,Scientific Literature,Eur J Med Chem
558,Escherichia coli,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)CC)N(C(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](N)CCCNC(=N)N)C(=O)[C@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,2.0794415416798357,log(ug/mL),'=',2739.49,,Scientific Literature,Eur J Med Chem
