,species,smiles,MIC,units,censoring,molecular_weight,assay_parameters,source,source_journal
4036,Escherichia coli,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)c(Cl)c(C)c(C(=O)O)c1O,0.0,log(ug/mL),'=',406.95,,Scientific Literature,J. Nat. Prod.
4037,Escherichia coli,O=C(NNC(=S)Nc1ccc(F)cc1)c1cc([N+](=O)[O-])c[nH]1,0.44468582126144574,log(ug/mL),'=',323.31,,Scientific Literature,Bioorg. Med. Chem. Lett.
4038,Escherichia coli,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc4c(cn3)S(=O)(=O)CCO4)(CC1)CO2,3.4657359027997265,log(ug/mL),'=',542.59,,Scientific Literature,Bioorg. Med. Chem. Lett.
4039,Escherichia coli,C/C=C/C(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.0,log(ug/mL),'=',399.42,,Scientific Literature,Eur J Med Chem
4040,Escherichia coli,Cc1cc(NC(=O)CSc2nccn2C)no1,5.991464547107982,log(ug/mL),'=',252.30,,Scientific Literature,Med Chem Res
4041,Escherichia coli,N#CC(Cc1cc(Br)cc(Br)c1)(Cc1cc(Br)cc(Br)c1)C(=O)NCCN,4.1588830833596715,log(ug/mL),'>',622.98,,Scientific Literature,Eur J Med Chem
4042,Escherichia coli,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,2.5257286443082556,log(ug/mL),'=',323.13,,Scientific Literature,Med Chem Res
4043,Escherichia coli,CC(C)Cc1ccc(C(C)c2nn(CN3CCCCC3)c(=S)o2)cc1,3.2188758248682006,log(ug/mL),'=',359.54,,Scientific Literature,Eur. J. Med. Chem.
4044,Escherichia coli,C[C@H]1COc2c(N3CC[C@@H](O)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-2.0794415416798357,log(ug/mL),'=',348.33,,Scientific Literature,Bioorg. Med. Chem. Lett.
4045,Escherichia coli,COc1ccc(C2C(Cl)C(=O)N2/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,2.2375130962503307,log(ug/mL),'=',390.23,,Scientific Literature,Med Chem Res
4046,Escherichia coli,O=C1Nc2ccc(Cl)cc2/C1=N/N1C(=O)C(Cl)C1c1ccc(O)cc1,2.2375130962503307,log(ug/mL),'=',376.20,,Scientific Literature,Med Chem Res
4047,Escherichia coli,O=C1Nc2ccc(Cl)cc2/C1=N/N1C(=O)C(Cl)C1c1ccccc1O,5.0106352940962555,log(ug/mL),'=',376.20,,Scientific Literature,Med Chem Res
4048,Escherichia coli,Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=S)NCCc1ccccc1,-0.2484613592984996,log(ug/mL),'=',347.40,,Scientific Literature,Bioorg. Med. Chem. Lett.
4049,Escherichia coli,CCCCCCCCCCn1n[n+](C)c2c1C(=O)c1ccccc1C2=O.[Cl-],3.4657359027997265,log(ug/mL),'=',389.93,,Scientific Literature,Bioorg. Med. Chem. Lett.
4050,Escherichia coli,CCCCCCCCCCCCn1n[n+](C)c2c1C(=O)c1ccccc1C2=O.[Cl-],2.772588722239781,log(ug/mL),'=',417.98,,Scientific Literature,Bioorg. Med. Chem. Lett.
4051,Escherichia coli,O=C1COc2cc(OC(=O)c3ccccc3)c(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,3.4657359027997265,log(ug/mL),'=',627.63,,Scientific Literature,Bioorg. Med. Chem. Lett.
4052,Escherichia coli,CN(C)c1ccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1,3.2846635654062037,log(ug/mL),'=',381.44,,Scientific Literature,Bioorg. Med. Chem. Lett.
4053,Escherichia coli,COc1ccc(Nn2c(SCC(=O)c3ccc(Cl)c(Cl)c3)nc(C)c2C)cc1,5.991464547107982,log(ug/mL),'=',436.36,,Scientific Literature,Bioorg. Med. Chem. Lett.
4054,Escherichia coli,Nc1nc(COC(=O)c2ccc(Cl)cc2)cs1,1.8325814637483102,log(ug/mL),'=',268.73,,Scientific Literature,Eur. J. Med. Chem.
4055,Escherichia coli,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)CCc1c2ccccc2cc2ccccc12)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O,1.8325814637483102,log(ug/mL),'=',1626.88,,Scientific Literature,J. Med. Chem.
4056,Escherichia coli,O=C(NNC(=S)Nc1ccc(OC(F)(F)F)cc1)c1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1,4.852030263919617,log(ug/mL),'=',574.40,,Scientific Literature,Eur. J. Med. Chem.
4057,Escherichia coli,COC(=O)c1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,2.0794415416798357,log(ug/mL),'=',521.55,,Scientific Literature,Bioorg. Med. Chem. Lett.
4058,Escherichia coli,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(C(=O)O)nc56)(CC3)OC4)nc2N1,2.772588722239781,log(ug/mL),'=',507.52,,Scientific Literature,Bioorg. Med. Chem. Lett.
4059,Escherichia coli,Cc1ccc(-n2nc(C)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)c2Oc2ccccc2)cc1,1.1378330018213911,log(ug/mL),'>=',473.49,,Scientific Literature,Eur J Med Chem
4060,Escherichia coli,CCCCCCCCCCn1nnc(-c2n[nH]c(=S)n2N)c1-c1n[nH]c(=S)n1N,0.0,log(ug/mL),'=',437.60,,Scientific Literature,Eur J Med Chem
4061,Escherichia coli,Brc1cc(-c2nnc(-c3ccncc3)o2)[nH]c1Br,2.5257286443082556,log(ug/mL),'=',370.00,,Scientific Literature,Bioorg. Med. Chem. Lett.
4062,Escherichia coli,CC(C)(C)[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC1=O,4.1588830833596715,log(ug/mL),'>',1171.50,,Scientific Literature,Bioorg. Med. Chem.
4063,Escherichia coli,COc1cc(/C=C\C(=O)c2ccc(NC(=O)CSc3nnc(-c4cccc([N+](=O)[O-])c4)o3)cc2)ccc1O,3.4420193761824107,log(ug/mL),'=',532.53,,Scientific Literature,Med Chem Res
4064,Escherichia coli,COc1cc(/C=C/C(=O)n2c(C)nc3ccccc32)cc(OC)c1OC,4.852030263919617,log(ug/mL),'>',352.39,,Scientific Literature,Eur. J. Med. Chem.
4065,Escherichia coli,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0.6931471805599453,log(ug/mL),'=',749.00,,Scientific Literature,Eur. J. Med. Chem.
4066,Escherichia coli,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.0,log(ug/mL),'=',299.35,,Scientific Literature,Antimicrob. Agents Chemother.
4067,Escherichia coli,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2O[C@H](CNC1=O)[C@@H](OCc1ccccc1)[C@@H]2O,4.1588830833596715,log(ug/mL),'>',1324.50,,Scientific Literature,Bioorg. Med. Chem.
4068,Escherichia coli,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2O[C@H](CNC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](Cc3ccc(O)cc3)NC1=O)[C@@H](OCc1ccccc1)[C@@H]2O,4.1588830833596715,log(ug/mL),'>',1323.52,,Scientific Literature,Bioorg. Med. Chem.
4069,Escherichia coli,CS(=O)(=O)O.NCC1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C/C1=N\OCc1ccc2c(c1)OCCO2,-1.3862943611198906,log(ug/mL),'=',619.63,,Scientific Literature,Eur. J. Med. Chem.
4070,Escherichia coli,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,-3.506557897319982,log(ug/mL),'=',389.39,,Scientific Literature,Eur. J. Med. Chem.
4071,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCN(CCCn4cc(CNc5ccc([N+](=O)[O-])c6nonc56)nn4)CC3)c(F)cc2c1=O,2.0794415416798357,log(ug/mL),'=',632.61,,Scientific Literature,MedChemComm
4072,Escherichia coli,Cc1cc(=O)oc2cc(OCCCCn3cncn3)ccc12.Cl,1.3862943611198906,log(ug/mL),'=',335.79,,Scientific Literature,Bioorg. Med. Chem. Lett.
4073,Escherichia coli,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.0,log(ug/mL),'=',232.24,,Scientific Literature,Antimicrob. Agents Chemother.
4074,Escherichia coli,CC(C)CCNc1nc(Cl)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2.Cl.Cl.Cl,3.4657359027997265,log(ug/mL),'>',644.38,,Scientific Literature,J. Med. Chem.
4075,Escherichia coli,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.3862943611198906,log(ug/mL),'=',349.41,,Scientific Literature,Eur. J. Med. Chem.
4076,Escherichia coli,O=C(NNC(=S)Nc1ccc(Cl)cc1)c1cc([N+](=O)[O-])c[nH]1,0.44468582126144574,log(ug/mL),'=',339.76,,Scientific Literature,Bioorg. Med. Chem. Lett.
4077,Escherichia coli,CCCCOc1ccc(C(=O)C/C=N/OCC)cc1,4.1588830833596715,log(ug/mL),'>',263.34,,Scientific Literature,Med Chem Res
4078,Escherichia coli,CO/N=C/CC(=O)c1ccc(OC(C)C)cc1,4.1588830833596715,log(ug/mL),'>',235.28,,Scientific Literature,Med Chem Res
4079,Escherichia coli,Nc1nc(COC(=O)c2ccc3ccccc3c2)cs1,1.8325814637483102,log(ug/mL),'=',284.34,,Scientific Literature,Eur. J. Med. Chem.
4080,Escherichia coli,COc1ccc(/C=C/[N+](=O)[O-])cc1,4.1588830833596715,log(ug/mL),'>',179.17,,Scientific Literature,Bioorg. Med. Chem.
4081,Escherichia coli,CCCCCCCCCCC/C(NCCCOC(C)C)=C1\C(=O)CNC1=O,3.4657359027997265,log(ug/mL),'>',380.57,,Scientific Literature,Bioorg. Med. Chem. Lett.
4082,Escherichia coli,CC(=O)N[C@@H](CC(C)C)C(=O)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCNC(=O)[C@H](CC(C)C)NC(C)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCNC(=O)[C@H](CC(C)C)NC(C)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCNC(=O)[C@H](CC(C)C)NC(C)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CCCCN)C(N)=O,3.4657359027997265,log(ug/mL),'>',3066.95,,Scientific Literature,MedChemComm
4083,Escherichia coli,Cc1cc(O)c2c(c1)C(=O)c1cc(O)c(-c3c(O)cc4c(O)c5c(cc4c3O)CC(C)(O)CC5=O)c(O)c1C2=O,4.1588830833596715,log(ug/mL),'>',542.50,,Scientific Literature,J. Med. Chem.
4084,Escherichia coli,O=C(NNC(=O)c1cc([N+](=O)[O-])c[nH]1)Nc1ccc(Br)cc1,1.1394342831883648,log(ug/mL),'=',368.15,,Scientific Literature,Bioorg. Med. Chem. Lett.
4085,Escherichia coli,NCCC[C@@H](N)C(=O)NC(CCc1ccccc1)CCc1ccccc1,3.4657359027997265,log(ug/mL),'=',353.51,,Scientific Literature,Eur J Med Chem
4086,Escherichia coli,CN(C(=O)[C@@H](N)CCCN)C(Cc1ccccc1)Cc1ccccc1,4.605170185988092,log(ug/mL),'>',339.48,,Scientific Literature,Eur J Med Chem
4087,Escherichia coli,CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,0.44468582126144574,log(ug/mL),'=',1203.50,,Scientific Literature,Eur J Med Chem
4088,Escherichia coli,CN1CCN(C(CCc2ccccc2)CCc2ccccc2)CC1,4.605170185988092,log(ug/mL),'>',322.50,,Scientific Literature,Eur J Med Chem
4089,Escherichia coli,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(CNC5CCCC(C(N)=O)C5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,2.0794415416798357,log(ug/mL),'>',851.99,,Scientific Literature,Eur J Med Chem
4090,Escherichia coli,Cc1ccc(-n2c(Cc3csc4nc(-c5ccc(Br)cc5)cn34)n[nH]c2=S)cc1,4.1588830833596715,log(ug/mL),'=',482.43,,Scientific Literature,Eur. J. Med. Chem.
4091,Escherichia coli,CCNC1NN=C(Cc2csc3nc(-c4ccc(Br)cc4)cn23)S1,3.4657359027997265,log(ug/mL),'=',422.38,,Scientific Literature,Eur. J. Med. Chem.
4092,Escherichia coli,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,2.0794415416798357,log(ug/mL),'>',822.95,,Scientific Literature,Eur J Med Chem
4093,Escherichia coli,NC[C@@H](N)CC(=O)NC(CCc1ccccc1)CCc1ccccc1,4.1588830833596715,log(ug/mL),'=',339.48,,Scientific Literature,Eur J Med Chem
4094,Escherichia coli,CNC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)C/C1=N\OC,-1.3862943611198906,log(ug/mL),'=',418.43,,Scientific Literature,Bioorg. Med. Chem. Lett.
4095,Escherichia coli,COC(=O)c1cccc2nc3c(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cccc3nc12,3.2188758248682006,log(ug/mL),'>',400.39,,Scientific Literature,J. Nat. Prod.
4096,Escherichia coli,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@H]4[C@H](N)[C@H]4C3)c2c1Cl,1.3862943611198906,log(ug/mL),'=',453.96,,Scientific Literature,Bioorg. Med. Chem. Lett.
4097,Escherichia coli,c1ccc(Cn2nnnc2SCCCSc2nnnn2-c2ccccc2)cc1,1.8325814637483102,log(ug/mL),'=',410.53,,Scientific Literature,Eur J Med Chem
4098,Escherichia coli,COC(=O)NC[C@H]1CN(c2ccc(-c3nnc4ncccn34)cc2)C(=O)O1,2.772588722239781,log(ug/mL),'>',368.35,,Scientific Literature,Bioorg. Med. Chem. Lett.
4099,Escherichia coli,O=c1c2cc(Cl)ccc2nc(-c2ccccc2)n1-c1ccc(F)c(Cl)c1,4.605170185988092,log(ug/mL),'>',385.23,,Scientific Literature,Med Chem Res
4100,Escherichia coli,O=Cc1ccc(Br)o1,3.4657359027997265,log(ug/mL),'>',174.98,,Scientific Literature,Bioorg. Med. Chem.
4101,Escherichia coli,COc1cc(NC(=O)c2ccc([N+](=O)[O-])cc2)ccc1-n1cnc(Cl)c1,5.545177444479562,log(ug/mL),'>',372.77,,Scientific Literature,Eur. J. Med. Chem.
4102,Escherichia coli,CCCCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,1.1410330045520618,log(ug/mL),'=',1520.80,,Scientific Literature,J. Med. Chem.
4103,Escherichia coli,Oc1ccc(/C=N/n2c(S)nnc2-c2cnccn2)cc1O,2.5257286443082556,log(ug/mL),'=',314.33,,Scientific Literature,Bioorg. Med. Chem. Lett.
4104,Escherichia coli,COc1cc(NC(=O)Cc2cccc(C(F)(F)F)c2)ccc1-n1cnc(Cl)c1,5.545177444479562,log(ug/mL),'=',409.80,,Scientific Literature,Eur. J. Med. Chem.
4105,Escherichia coli,CCO/N=C1\CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCC1(C)N,4.852030263919617,log(ug/mL),'=',434.44,,Scientific Literature,Eur. J. Med. Chem.
4106,Escherichia coli,OCCN(CCO)Cc1ccccc1Cl,5.545177444479562,log(ug/mL),'>',229.71,,Scientific Literature,Eur. J. Med. Chem.
4107,Escherichia coli,Clc1cccc(CN(CCn2cncn2)CCn2cncn2)c1,5.545177444479562,log(ug/mL),'>',331.81,,Scientific Literature,Eur. J. Med. Chem.
4108,Escherichia coli,Nc1ccc2sc(NC(=S)NC(=O)c3cccs3)nc2c1,2.995732273553991,log(ug/mL),'=',334.45,,Scientific Literature,Eur. J. Med. Chem.
4109,Escherichia coli,COc1ccc(/C=N/NCC(=O)Nc2ccc(-n3c(C)nc4ccccc4c3=O)cc2)cc1,4.8283137373023015,log(ug/mL),'=',441.49,,Scientific Literature,Med Chem Res
4110,Escherichia coli,O=C1Nc2ccc(F)cc2C(O)C1(Cc1ccccc1)Cc1ccccc1,3.2188758248682006,log(ug/mL),'=',361.42,,Scientific Literature,Eur. J. Med. Chem.
4111,Escherichia coli,COC(=O)[C@H]1C[C@@H]1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,2.772588722239781,log(ug/mL),'=',591.64,,Scientific Literature,Bioorg. Med. Chem. Lett.
4112,Escherichia coli,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OC[C@H]7C[C@H]7C(=O)O)nc56)(CC3)OC4)nc2N1,3.4657359027997265,log(ug/mL),'=',577.61,,Scientific Literature,Bioorg. Med. Chem. Lett.
4113,Escherichia coli,NCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC(=O)[C@H](C23CC4CC(CC(C4)C2)C3)NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC(=O)[C@H](C23CC4CC(CC(C4)C2)C3)NC1=O,2.772588722239781,log(ug/mL),'=',1327.73,,Scientific Literature,Bioorg. Med. Chem.
4114,Escherichia coli,Nn1c(SCC(=O)Nc2ccccc2)nnc1-c1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1,5.545177444479562,log(ug/mL),'=',544.46,,Scientific Literature,Eur. J. Med. Chem.
4115,Escherichia coli,Cc1ccc(-c2cs/c(=N/NC(=O)CSc3nncn3C)n2-c2ccccc2)cc1,4.8283137373023015,log(ug/mL),'=',436.57,,Scientific Literature,Eur. J. Med. Chem.
4116,Escherichia coli,CC(=O)OC[C@]12CCCC(C)(C)[C@@H]1CC[C@@]1(C)[C@@H]3CC=C4CO[C@@H](O)[C@@H]4[C@@]3(C)[C@H](OC(C)=O)C[C@@H]12,4.605170185988092,log(ug/mL),'>',488.67,,Scientific Literature,J. Nat. Prod.
4117,Escherichia coli,CNC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C/C1=N\OC,-2.0794415416798357,log(ug/mL),'=',403.41,,Scientific Literature,Bioorg. Med. Chem. Lett.
4118,Escherichia coli,Cc1c(N2CCC3=C(C2)C(O)CCS3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,4.852030263919617,log(ug/mL),'>',427.53,,Scientific Literature,J. Med. Chem.
4119,Escherichia coli,CCOC(=O)/C=C\Oc1ccc(C(C)(C)C)cc1,4.852030263919617,log(ug/mL),'>',248.32,,Scientific Literature,Bioorg. Med. Chem.
4120,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCC4=C(C3)/C(=N/O)CCS4)c(F)cc2c1=O,0.0,log(ug/mL),'=',429.47,,Scientific Literature,J. Med. Chem.
4121,Escherichia coli,Cn1cc([N+](=O)[O-])cc1-c1nnc(-c2cc3cc(Cl)ccc3[nH]2)o1,0.44468582126144574,log(ug/mL),'=',343.73,,Scientific Literature,Eur. J. Med. Chem.
4122,Escherichia coli,COc1ccc(-c2nnc(-c3cc([N+](=O)[O-])c[nH]3)o2)cc1,1.8325814637483102,log(ug/mL),'=',286.25,,Scientific Literature,Eur. J. Med. Chem.
4123,Escherichia coli,CCCCCCCCCCCCCCCC(=O)N1C(=O)CSC1c1ccc(Cl)cc1,2.5257286443082556,log(ug/mL),'=',452.10,,Scientific Literature,Med Chem Res
4124,Escherichia coli,COc1ccc(OC)c(/C=C/C(=O)c2ccc(NC(=O)CSc3nc4ccccc4[nH]3)cc2)c1,3.4420193761824107,log(ug/mL),'=',473.55,,Scientific Literature,Med Chem Res
4125,Escherichia coli,CC[C@H](C)CC[C@H](O)CC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,1.8325814637483102,log(ug/mL),'=',1550.82,,Scientific Literature,J. Med. Chem.
4126,Escherichia coli,CC[C@H](C)CC[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,1.1410330045520618,log(ug/mL),'=',1550.82,,Scientific Literature,J. Med. Chem.
4127,Escherichia coli,CC(C)=C[C@@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,4.605170185988092,log(ug/mL),'>',428.61,,Scientific Literature,Bioorg. Med. Chem. Lett.
4128,Escherichia coli,O=S(=O)(c1ccc(Br)cc1)c1ccc(-c2nnc3sc(-c4ccc(Cl)c(Br)c4)nn23)cc1,4.1588830833596715,log(ug/mL),'=',610.74,,Scientific Literature,Eur. J. Med. Chem.
4129,Escherichia coli,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,-3.506557897319982,log(ug/mL),'=',475.52,,Scientific Literature,Antimicrob. Agents Chemother.
4130,Escherichia coli,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(NC(=O)C(C)(C)C)cc2)NC1=O,3.4657359027997265,log(ug/mL),'=',1240.60,,Scientific Literature,Bioorg. Med. Chem.
4131,Escherichia coli,O=[N+]([O-])/C=C/c1c[nH]c2ccccc12,4.1588830833596715,log(ug/mL),'>',188.19,,Scientific Literature,Bioorg. Med. Chem.
4132,Escherichia coli,Cc1cc(=O)oc2cc(OCc3ccc(COc4ccc5c(C)cc(=O)oc5c4)cc3)ccc12,6.238324625039508,log(ug/mL),'>',454.48,,Scientific Literature,Bioorg. Med. Chem. Lett.
4133,Escherichia coli,O=C1Nc2ccccc2C(O)C1(Cc1ccc(Cl)cc1)Cc1ccc(Cl)cc1,0.41871033485818504,log(ug/mL),'=',412.32,,Scientific Literature,Eur. J. Med. Chem.
4134,Escherichia coli,Cc1cc2oc(=O)c(C(c3c(O)c4cc(C)c(C)cc4oc3=O)c3coc4ccccc4c3=O)c(O)c2cc1C,3.2188758248682006,log(ug/mL),'=',536.54,,Scientific Literature,Med Chem Res
4135,Escherichia coli,N[C@@H]1CONC1=O,3.4657359027997265,log(ug/mL),'=',102.09,,Scientific Literature,Antimicrob. Agents Chemother.
4136,Escherichia coli,O=C(CC(=O)c1cc(Cl)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O)c1ccccn1,2.9444389791664403,log(ug/mL),'=',453.83,,Scientific Literature,Med Chem Res
4137,Escherichia coli,O=C(CC(=O)c1cc(Cl)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O)c1cccs1,8.517193191416238,log(ug/mL),'=',458.87,,Scientific Literature,Med Chem Res
4138,Escherichia coli,Nc1nc2ccc(OCc3ccccc3)cc2s1,6.238324625039508,log(ug/mL),'>',256.33,,Scientific Literature,Eur. J. Med. Chem.
4139,Escherichia coli,NCCCOc1cccc(-n2cc(-c3ccc4ccc(-c5cn(-c6cccc(OCCCN)c6)nn5)cc4c3)nn2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,3.912023005428146,log(ug/mL),'>',788.71,,Scientific Literature,ACS Med. Chem. Lett.
4140,Escherichia coli,NCCCOc1ccc(-n2cc(-c3ccc4ccc(-c5cn(-c6ccc(OCCCN)c(OCCCN)c6)nn5)cc4c3)nn2)cc1OCCCN.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1.1410330045520618,log(ug/mL),'=',1162.94,,Scientific Literature,ACS Med. Chem. Lett.
